sentence_id,treatment,medical,treatment_first_index,treatment_last_index,medical_first_index,medical_last_index,sentence_text
300011487,sleep,many ills,62,62,67,68,"To explore our claim , we provide 4 examples of empirical insights ( relevant to probably all ethnic groups on Earth ) into causal phenomena predicted by CS : ( i ) "" humans must have a sense of time "" , ( ii ) "" at extreme latitudes , more people have the winter blues "" , ( iii ) "" sleep is a cure for many ills "" and ( iv ) "" social networks affect health and disease "" ."
300338010,lithium carbonate,human cyclic hematopoiesis,3,4,11,13,We conclude that lithium carbonate is not a simple cure for human cyclic hematopoiesis .
303102714,Allogeneic haematopoietic stem cell transplantation,juvenile myelomonocytic leukaemia,0,4,13,15,"Allogeneic haematopoietic stem cell transplantation ( allo-HSCT ) is the only cure for juvenile myelomonocytic leukaemia ( JMML ) , but relapse remains the major cause of failure ."
303102714,allo-HSCT,juvenile myelomonocytic leukaemia,6,6,13,15,"Allogeneic haematopoietic stem cell transplantation ( allo-HSCT ) is the only cure for juvenile myelomonocytic leukaemia ( JMML ) , but relapse remains the major cause of failure ."
304630300,Surgical resection,non-small-cell carcinoma,0,1,7,8,"Surgical resection is the only cure for non-small-cell carcinoma , although radiotherapy and chemotherapy may shrink some tumors ."
306987078,Pulmonary endarterectomy,operable disease,0,1,11,12,Pulmonary endarterectomy ( PEA ) is a potential cure for technically operable disease .
306987078,PEA,operable disease,3,3,11,12,Pulmonary endarterectomy ( PEA ) is a potential cure for technically operable disease .
308582879,Liver transplantation,hepatocellular carcinoma,0,1,10,11,Liver transplantation ( LT ) remains the only cure for hepatocellular carcinoma ( HCC ) in many cases .
308582879,LT,hepatocellular carcinoma,3,3,10,11,Liver transplantation ( LT ) remains the only cure for hepatocellular carcinoma ( HCC ) in many cases .
311559543,OA,human hypertrophic scarring,0,0,16,18,OA suppresses hypertrophic scarring in the rabbit ear model and may be an effective cure for human hypertrophic scarring .
313048129,most doctors,ulcerative colitis,20,21,34,35,"Inflammatory bowel disease , which can take the form of ulcerative colitis or Crohn 's disease , is said by most doctors to be incurable , although surgery is sometimes considered a cure for ulcerative colitis but not Crohn 's disease ."
319511187,Parathyroidectomy,primary hyperparathyroidism,0,0,6,7,"Parathyroidectomy is the definitive cure for primary hyperparathyroidism , and no medical therapies have been approved by the Food and Drug Administration for this disorder ."
321149470,Surgical resection,hepato-pancreato-biliary ( HPB ) malignancy,0,1,7,11,Surgical resection is the only cure for hepato-pancreato-biliary ( HPB ) malignancy .
321717927,RNA interference,amyotrophic lateral sclerosis,0,1,10,12,"RNA interference ( RNAi ) is a potential cure for amyotrophic lateral sclerosis ( ALS ) caused by dominant , gain-of-function superoxide dismutase 1 ( SOD1 ) mutations ."
321717927,RNAi,amyotrophic lateral sclerosis,3,3,10,12,"RNA interference ( RNAi ) is a potential cure for amyotrophic lateral sclerosis ( ALS ) caused by dominant , gain-of-function superoxide dismutase 1 ( SOD1 ) mutations ."
330801720,Sch B,several diseases,7,8,17,18,"Due to its large biological properties , Sch B was recorded to be a potent cure for several diseases by targeting several signaling pathways ."
333427660,human leukocyte antigen (HLA)-matched bone marrow transplantation,several nonmalignant hematologic disorders,3,9,17,20,"When successful , human leukocyte antigen (HLA)-matched bone marrow transplantation with reduced-intensity conditioning is a cure for several nonmalignant hematologic disorders that require chronic transfusion , such as sickle cell disease and aplastic anemia ."
333482328,Hematopoietic stem cell transplant,sickle cell disease,0,3,12,14,Hematopoietic stem cell transplant ( HSCT ) is the only cure for sickle cell disease ( SCD ) .
333482328,HSCT,sickle cell disease,5,5,12,14,Hematopoietic stem cell transplant ( HSCT ) is the only cure for sickle cell disease ( SCD ) .
333839364,cryosurgery,"well-defined , noduloulcerative BCC of the trunk",6,6,12,18,"We sought to show histologically that cryosurgery is an effective cure for well-defined , noduloulcerative BCC of the trunk and upper extremities ."
337445863,oligodendrocyte precursor cell ( OPC ) transplantation therapy,several disorders,1,8,14,15,"Although oligodendrocyte precursor cell ( OPC ) transplantation therapy is an effective cure for several disorders , there is no readily available source of these cells ."
343588099,Established treatments,a limited number of patients with severe hemoglobinopathies,0,1,17,24,Established treatments like bone marrow or cord blood transplantation are so far the only real cure for a limited number of patients with severe hemoglobinopathies .
343588099,bone marrow,a limited number of patients with severe hemoglobinopathies,3,4,17,24,Established treatments like bone marrow or cord blood transplantation are so far the only real cure for a limited number of patients with severe hemoglobinopathies .
343588099,cord blood transplantation,a limited number of patients with severe hemoglobinopathies,6,8,17,24,Established treatments like bone marrow or cord blood transplantation are so far the only real cure for a limited number of patients with severe hemoglobinopathies .
344889868,Islet replacement,insulin-dependent diabetes,0,1,7,8,Islet replacement is a promising cure for insulin-dependent diabetes but is limited by a massive early cell death following transplantation .
347040622,Pulmonary endarterectomy,many patients with CTEPH,0,1,10,13,Pulmonary endarterectomy ( PEA ) is a potential cure for many patients with CTEPH .
347040622,PEA,many patients with CTEPH,3,3,10,13,Pulmonary endarterectomy ( PEA ) is a potential cure for many patients with CTEPH .
348567253,Hematopoietic stem cell transplantation,sickle cell disease,0,3,11,13,Hematopoietic stem cell transplantation ( HSCT ) is a cure for sickle cell disease ( SCD ) but frequently results in permanent sterility .
348567253,HSCT,sickle cell disease,5,5,11,13,Hematopoietic stem cell transplantation ( HSCT ) is a cure for sickle cell disease ( SCD ) but frequently results in permanent sterility .
349056564,HSCT,patients with DBA who are transfusion dependent,9,9,1,7,"For patients with DBA who are transfusion dependent , HSCT is the only cure ."
351598140,Hematopoietic cell transplantation,sickle cell disease,0,2,11,13,"Hematopoietic cell transplantation ( HCT ) is the only cure for sickle cell disease ( SCD ) , but engraftment remains challenging in patients lacking matched donors ."
351598140,HCT,sickle cell disease,4,4,11,13,"Hematopoietic cell transplantation ( HCT ) is the only cure for sickle cell disease ( SCD ) , but engraftment remains challenging in patients lacking matched donors ."
356191145,Surgical resection,pancreatic cancer,0,1,8,9,"Surgical resection is the only possible cure for pancreatic cancer , it remains controversial whether extend lymphadenectomy in pancreatoduodenectomy ( EPD ) is better than standard lymphadenectomy in pancreatoduodenectomy ( SPD ) ."
361552273,Lung transplantation,progressive lung fibrosis,0,1,7,9,Lung transplantation is the only cure for progressive lung fibrosis .
366825809,Transplantation,myelodysplastic syndrome,0,0,7,8,Transplantation is the only known cure for myelodysplastic syndrome ( MDS ) .
366835027,allo-SCT,chronic myeloid leukemia,6,6,14,16,"Allogeneic hematopoietic stem cell transplantation ( allo-SCT ) remains the only proven cure for chronic myeloid leukemia ( CML ) , a rare malignancy in childhood ."
367020451,these modalities,the degenerative process,4,5,11,13,"However , none of these modalities is a true cure for the degenerative process ."
370212599,Surgical resection,colorectal liver metastases,0,1,8,10,Surgical resection is the only realistic cure for colorectal liver metastases ; however only 10 - 25 % of cases are initially resectable .
371640423,allogeneic haematopoietic stem cell transplantation,many patients with malignant and non-malignant diseases,2,6,21,27,"Nowadays , allogeneic haematopoietic stem cell transplantation ( allo-HSCT ) is a well-established treatment procedure and often the only cure for many patients with malignant and non-malignant diseases ."
371640423,allo-HSCT,many patients with malignant and non-malignant diseases,8,8,21,27,"Nowadays , allogeneic haematopoietic stem cell transplantation ( allo-HSCT ) is a well-established treatment procedure and often the only cure for many patients with malignant and non-malignant diseases ."
