sentence_id,treatment,cures,medical,treatment_first_index,treatment_last_index,cures_first_index,cures_last_index,medical_first_index,medical_last_index,sentence_text
111467680,azithromycin,cures,experimental murine brucellosis,4,4,5,5,6,8,Our findings demonstrate that azithromycin cures experimental murine brucellosis and may be an effective alternative in the therapy of human brucellosis .
115532089,their long term use,cures,mild-to-moderate hirsutism,24,27,33,33,34,35,"The third-generation COCs , containing new progestogens or cyproterone , have very restricted effectiveness in the short term ( 6 cycles ) , but their long term use ( > 12 cycles ) cures mild-to-moderate hirsutism and improves severe hirsutism ."
115532089,12 cycles,cures,mild-to-moderate hirsutism,30,31,33,33,34,35,"The third-generation COCs , containing new progestogens or cyproterone , have very restricted effectiveness in the short term ( 6 cycles ) , but their long term use ( > 12 cycles ) cures mild-to-moderate hirsutism and improves severe hirsutism ."
117512963,rehabilitation,cures,woman 's stress urinary incontinence,9,9,10,10,11,15,"Nevertheless two randomised controlled studies were found confirming that rehabilitation cures woman 's stress urinary incontinence , from which there is good scientific evidence in favour of this treatment ."
117558490,Current standard of care therapy,cures,autologous stem cell transplant,0,4,13,13,25,28,Current standard of care therapy for diffuse large B-cell lymphoma ( DLBCL ) cures a majority of patients with additional benefit in salvage therapy and autologous stem cell transplant for patients who relapse .
117870243,much penicillin,cures,early syphilis,1,2,3,3,4,5,How much penicillin cures early syphilis ?
119638663,continuous treatment with IFN-gamma,cures,infected bovine epithelial cells,6,9,16,16,18,21,"More interesting is the finding that continuous treatment with IFN-gamma severely restricts FMDV replication or even cures persistently infected bovine epithelial cells , indicating that a cytokine-mediated pathway may be involved in the in vivo clearance of persistent FMDV ."
119917640,arsenic trioxide,cures,many patients with APL,15,16,18,18,19,22,"The current standard of care is retinoic acid ( RA ) and chemotherapy , but arsenic trioxide also cures many patients with APL , and an RA plus arsenic trioxide combination cures most patients ."
119917640,an RA plus arsenic trioxide combination,cures,most patients,25,30,31,31,32,33,"The current standard of care is retinoic acid ( RA ) and chemotherapy , but arsenic trioxide also cures many patients with APL , and an RA plus arsenic trioxide combination cures most patients ."
120115422,Nonmyeloablative allogeneic transplantation,cures,B-cell non-Hodgkin lymphoma,0,2,7,7,18,20,"Nonmyeloablative allogeneic transplantation ( NMAT ) infrequently cures active chemoresistant , bulky , or aggressive B-cell lymphoma ( B-cell non-Hodgkin lymphoma [ B-NHL ] ) ."
120115422,NMAT,cures,B-cell non-Hodgkin lymphoma,4,4,7,7,18,20,"Nonmyeloablative allogeneic transplantation ( NMAT ) infrequently cures active chemoresistant , bulky , or aggressive B-cell lymphoma ( B-cell non-Hodgkin lymphoma [ B-NHL ] ) ."
120115422,Nonmyeloablative allogeneic transplantation,cures,"active chemoresistant , bulky , or aggressive B-cell lymphoma",0,2,7,7,8,16,"Nonmyeloablative allogeneic transplantation ( NMAT ) infrequently cures active chemoresistant , bulky , or aggressive B-cell lymphoma ( B-cell non-Hodgkin lymphoma [ B-NHL ] ) ."
120115422,NMAT,cures,"active chemoresistant , bulky , or aggressive B-cell lymphoma",4,4,7,7,8,16,"Nonmyeloablative allogeneic transplantation ( NMAT ) infrequently cures active chemoresistant , bulky , or aggressive B-cell lymphoma ( B-cell non-Hodgkin lymphoma [ B-NHL ] ) ."
120280563,RT,cures,most patients with T1-T2,0,0,1,1,2,5,RT cures most patients with T1-T2 and favorable T4 SCCs with acceptable toxicity .
120544160,Regular voluntary exercise,cures,stress-induced impairment of cognitive function,0,2,3,3,4,8,Regular voluntary exercise cures stress-induced impairment of cognitive function and cell proliferation accompanied by increases in cerebral IGF-1 and GST activity in mice .
120544167,voluntary exercise,cures,stress-induced impairment of cognitive function,7,8,9,9,10,14,This study was designed to investigate whether voluntary exercise cures stress-induced impairment of cognitive function accompanied by improvement of hippocampal neurogenesis and increases in antioxidant capacity .
121096962,This regimen,cures,most patients with VL,0,1,2,2,3,6,"This regimen cures most patients with VL except in India , where the proportion of patients unresponsive to Sb(v ) has steadily increased ."
121646806,Combination therapy,cures,most falciparum malaria infections,0,1,6,6,7,10,Combination therapy that includes artemisinin derivatives cures most falciparum malaria infections .
121774694,Hydrogen,cures,numerous types of ophthalmopathy,0,0,5,5,6,9,"Hydrogen possesses antioxidative effects and cures numerous types of ophthalmopathy , but the mechanism of hydrogen on ROS-induced retinal senescence remains elusive ."
122256507,Hematopoietic Stem Cell Transplantation,Cures,Chronic Aichi Virus Infection in a Patient,0,3,4,4,5,11,Hematopoietic Stem Cell Transplantation Cures Chronic Aichi Virus Infection in a Patient with X-linked Agammaglobulinemia .
122754914,A novel putrescine conjugate,cures,multidrug resistant murine malaria ( Plasmodium yoelii ) infection,0,3,17,17,18,26,A novel putrescine conjugate arrests in vitro growth of simian malarial parasite ( Plasmodium knowlesi ) and cures multidrug resistant murine malaria ( Plasmodium yoelii ) infection in vivo .
123483921,A single-chain immunotoxin fusion protein,cures,human breast carcinoma xenografts,0,4,6,6,7,10,A single-chain immunotoxin fusion protein that cures human breast carcinoma xenografts in athymic mice and rats .
123744285,Chemotherapy,cures,most patients,0,0,8,8,9,10,"Chemotherapy for 6 months with conventional antituberculosis drugs cures most patients , but many died during or after treatment of other AIDS-related complications ."
124427861,The treatment,cures,certain patients with leukaemia,0,1,8,8,9,12,The treatment increases long term survival and probably cures certain patients with leukaemia .
124428577,Marrow ablation,cures,many patients with acute and chronic myeloid leukaemia,0,1,19,19,20,27,Marrow ablation with cytotoxic drugs and/or total body irradiation followed by allogeneic bone marrow transplantation from an HLA-identical sibling cures many patients with acute and chronic myeloid leukaemia .
124751161,Non-myeloablative allogeneic stem cell transplant,cures,the first adult patient,0,4,8,8,9,12,Non-myeloablative allogeneic stem cell transplant with post-transplant cyclophosphamide cures the first adult patient with congenital dyserythropoietic anemia .
125665218,Successful eradication therapy,cures,peptic ulcer disease,0,2,11,11,12,14,"Successful eradication therapy improves H. pylori-related symptoms in functional dyspepsia , cures peptic ulcer disease and may prevent gastric cancer ."
126172698,Liver transplantation,cures,the hepatic disease,0,1,2,2,3,5,Liver transplantation cures the hepatic disease and should be performed before malignancy develops .
127215827,Combined immunotherapy,cures,aggressive lymphoma,0,1,19,19,21,22,Combined immunotherapy with whole tumor lysate-pulsed interleukin-15-activated dendritic cells and cucurbitacin I promotes strong CD8(+ ) T-cell responses and cures highly aggressive lymphoma .
128241747,Chemotherapy,cures,adult patients with acute lymphoblastic leukemia,0,0,2,2,9,14,"Chemotherapy alone cures only 25 - 45 % of adult patients with acute lymphoblastic leukemia ( ALL ) , making novel treatment agents and strategies desperately needed ."
128353627,The maze procedure,cures,atrial fibrillation,0,2,3,3,4,5,"The maze procedure cures atrial fibrillation ; however , it isolates the pulmonary vein area and results in discordant activation in certain adjacent left atrial segments , which affects left atrial function ."
128453992,BabaoDan,cures,hepatic encephalopathy,0,0,1,1,2,3,BabaoDan cures hepatic encephalopathy by decreasing ammonia levels and alleviating inflammation in rats .
131165229,pretreatment,cures,such batches of this disability,15,15,22,22,24,28,"Some batches of enzyme can not convert to the Cred2 form using dithionite , but pretreatment with CO or CO2/dithionite effectively "" cures "" such batches of this disability ."
132975956,Haematopoietic stem cell transplantation,cures,many haematological cancers,0,3,7,7,8,10,Haematopoietic stem cell transplantation ( HSCT ) cures many haematological cancers .
132975956,HSCT,cures,many haematological cancers,5,5,7,7,8,10,Haematopoietic stem cell transplantation ( HSCT ) cures many haematological cancers .
133103175,Chloramphenicol,cures,ill green tree frogs,0,0,6,6,8,11,Chloramphenicol with fluid and electrolyte therapy cures terminally ill green tree frogs ( Litoria caerulea ) with chytridiomycosis .
133300576,A radiation-induced meningioma,cures,a complex dural arteriovenous fistula,0,2,4,4,6,10,"A radiation-induced meningioma "" cures "" a complex dural arteriovenous fistula ."
133407064,Eradication of the bacterium,cures,the underlying peptic ulcer disease,0,3,11,11,12,16,Eradication of the bacterium not only heals the ulcer but essentially cures the underlying peptic ulcer disease .
135046832,Gene therapy,cures,lethal bone marrow failure,0,1,2,2,6,9,Gene therapy cures the anemia and lethal bone marrow failure in a mouse model of RPS19-deficient Diamond-Blackfan anemia .
137697035,the only drug,cures,the dormant hypnozoites of persistent liver stages,6,8,10,10,11,17,"Primaquine , an 8-aminoquinoline , is the only drug which cures the dormant hypnozoites of persistent liver stages from P. vivax ."
138918226,Relocation of urf a,cures,the mitochondrial mutator phenotype in the fission yeast,0,3,10,10,11,18,Relocation of urf a from the mitochondrion to the nucleus cures the mitochondrial mutator phenotype in the fission yeast Schizosaccharomyces pombe .
140890061,Treatment of H. pylori infection,cures,lymphocytic gastritis,0,4,5,5,6,7,Treatment of H. pylori infection cures lymphocytic gastritis associated with H. pylori infection .
140963408,cGMP,cures,the developmental and enzymatic defects,5,5,8,8,9,13,Here it is shown that cGMP also phenotypically cures the developmental and enzymatic defects .
141249534,Testis tissue explantation,cures,spermatogenic failure in c-Kit ligand mutant mice,0,2,3,3,4,10,Testis tissue explantation cures spermatogenic failure in c-Kit ligand mutant mice .
141364575,As(2)O(3,cures,acute promyelocytic leukemia,0,0,2,2,3,5,"As(2)O(3 ) cures acute promyelocytic leukemia ( APL ) by initiating PML/RARA oncoprotein degradation , through sumoylation of its PML moiety ."
142335732,Editorial Comment,cures,stress urinary incontinence,0,1,14,14,15,17,Editorial Comment to Retropubic tissue fixation system tensioned mini-sling carried out under local anesthesia cures stress urinary incontinence and intrinsic sphincter deficiency : 1-year data .
142335732,Editorial Comment,cures,intrinsic sphincter deficiency,0,1,14,14,19,21,Editorial Comment to Retropubic tissue fixation system tensioned mini-sling carried out under local anesthesia cures stress urinary incontinence and intrinsic sphincter deficiency : 1-year data .
142875847,Liver transplantation,cures,the hepatic manifestations of both types,0,1,2,2,3,8,Liver transplantation cures the hepatic manifestations of both types .
143687398,Involved-field radiotherapy,cures,a small but significant number of patients with early-stage NSCLC,0,1,3,3,4,13,Involved-field radiotherapy alone cures a small but significant number of patients with early-stage NSCLC .
146167263,this treatment,cures,inherited,22,23,25,25,27,27,In this study we develop a novel well-tolerated preparative treatment to improve growth of cells in the liver and then demonstrate that this treatment completely cures an inherited lipid disorder in a mouse model .
146823933,Cystatin,cures,visceral leishmaniasis,0,0,1,1,2,3,Cystatin cures visceral leishmaniasis by NF-κB-mediated proinflammatory response through co-ordination of TLR/MyD88 signaling with p105-Tpl2-ERK pathway .
147946592,surgical intradural division of the shunting vein,cures,a spinal dural arteriovenous fistula,9,15,21,21,22,26,"In the early 1980s , it was demonstrated that surgical intradural division of the shunting vein to the medullary venous plexus cures a spinal dural arteriovenous fistula ( DAVF ) at low morbidity ."
150827248,Dendritic cell-based immunotherapy,cures,established murine visceral leishmaniasis,0,2,7,7,8,11,Dendritic cell-based immunotherapy combined with antimony-based chemotherapy cures established murine visceral leishmaniasis .
151449968,autoantigen-encoding bone marrow,cures,an experimental autoimmune disease,3,5,9,9,10,13,Nonmyeloablative conditioning generates autoantigen-encoding bone marrow that prevents and cures an experimental autoimmune disease .
151455348,the only therapy,cures,underlying,3,5,7,7,14,14,Liver transplantation is the only therapy that cures both the portal hypertension and the underlying liver disease .
151455348,the only therapy,cures,the portal hypertension,3,5,7,7,9,11,Liver transplantation is the only therapy that cures both the portal hypertension and the underlying liver disease .
154001160,RT,cures,a high proportion of patients with T1N0 to T2N0 glottic SCCAs,6,6,7,7,8,18,"Based on our study results , RT cures a high proportion of patients with T1N0 to T2N0 glottic SCCAs and has a low rate of severe complications ."
154019390,a method,cures,several failures of self-consistent semilocal DFT calculations,3,4,6,6,7,13,Density-corrected DFT is a method that cures several failures of self-consistent semilocal DFT calculations by using a more accurate density instead .
154430385,"Ammonium trichloro [1,2-ethanediolato-O , O']-tellurate",cures,experimental visceral leishmaniasis,0,4,5,5,6,8,"Ammonium trichloro [1,2-ethanediolato-O , O']-tellurate cures experimental visceral leishmaniasis by redox modulation of Leishmania donovani trypanothione reductase and inhibiting host integrin linked PI3K/Akt pathway ."
155639896,skin graft transplantation,cures,the trophic leg ulcers of vein origin,6,8,23,23,24,30,We came to the conclusions that skin graft transplantation is efficient in treatment of trophic venous leg ulcers larger than 50 cm2 and cures the trophic leg ulcers of vein origin completely in 2 - 3 weeks for 64.81 % patients .
155859789,purified mundticin,cures,infected larvae,2,3,4,4,5,6,"Furthermore , purified mundticin cures infected larvae ."
156638272,The Btn2/Cur1 antiprion system,cures,most [ URE3 ] prions,0,3,4,4,5,9,"The Btn2/Cur1 antiprion system cures most [ URE3 ] prions that develop , and the Ssb antiprion system blocks [ PSI+ ] generation ."
157985576,fenugreek extract,cures,Th2-induced allergic skin inflammation,4,5,6,6,7,10,These results indicate that fenugreek extract cures Th2-induced allergic skin inflammation by enhancing Th1 differentiation .
158941310,Revascularization of this disease entity,cures,arterial hypertension,0,4,6,6,7,8,Revascularization of this disease entity usually cures arterial hypertension .
159619960,PRIMAQUINE,cures,high percentage,0,0,7,7,9,10,"PRIMAQUINE 15 mg . for 14 days cures "" high percentage "" ."
160932833,chemotherapy,cures,advanced stage low-grade non-Hodgkin lymphomas,1,1,10,10,11,15,"Neither chemotherapy with a single-alkylating agent nor aggressive combination chemotherapy cures advanced stage low-grade non-Hodgkin lymphomas , even when combined with radiotherapy ."
160932833,aggressive combination chemotherapy,cures,advanced stage low-grade non-Hodgkin lymphomas,7,9,10,10,11,15,"Neither chemotherapy with a single-alkylating agent nor aggressive combination chemotherapy cures advanced stage low-grade non-Hodgkin lymphomas , even when combined with radiotherapy ."
162826098,Hematopoietic stem cell transplantation,cures,the profound immunodeficiency,0,3,9,9,10,12,Hematopoietic stem cell transplantation is well tolerated and efficiently cures the profound immunodeficiency associated with autosomal-dominant anhidrotic ectodermal dysplasia with immunodeficiency .
163627751,Restoration of tRK1 import,cures,the translational defect,0,3,4,4,5,7,"Restoration of tRK1 import cures the translational defect , suggesting the role of tRK1 in conditional adaptation of mitochondrial protein synthesis ."
165372934,DFMO,cures,acute infections of trypanosomiasis,7,7,8,8,9,12,"When administered to animals and humans , DFMO cures acute infections of trypanosomiasis ."
165650149,Radiotherapy,cures,low-grade and high-grade malignant NHL,0,0,2,2,8,12,"Radiotherapy probably cures approximately 50 % of both low-grade and high-grade malignant NHL at stage I. Involved field is apparently sufficient , however , higher doses are required for high-grade malignant lymphomas ."
168380034,Splenectomy,cures,portal hypertension,0,0,1,1,6,7,Splenectomy cures both the hypersplenism and portal hypertension .
168443478,Levofloxacin,cures,experimental pneumonic plague,0,0,1,1,2,4,Levofloxacin cures experimental pneumonic plague in African green monkeys .
168443494,Levofloxacin,cures,established pneumonic plague,0,0,1,1,2,4,"Levofloxacin cures established pneumonic plague when treatment is initiated after the onset of fever in the lethal aerosol-challenged AGM nonhuman primate model , and can be considered for treatment of other forms of plague ."
168903369,a uniquely efficacious treatment,cures,late-stage cancer,19,22,41,41,42,43,"Our preclinical study in TRAMP mice comparing 14 different immune interventions identified anti-CD40 + IL2/anti-IL2 complexes + IL12Fc as a uniquely efficacious treatment that prevents tolerance induction , promotes priming of sustained , protective tumor-specific CD8(+ ) T cells , and cures late-stage cancer when given together with adoptively transferred tumor-specific T cells ."
168979202,Targeted therapy,cures,orthotopic human breast tumors,0,1,8,8,9,12,Targeted therapy with a Salmonella typhimurium leucine-arginine auxotroph cures orthotopic human breast tumors in nude mice .
170599196,the low temperature treatment effect,cures,the genetic lesions,7,11,14,14,18,20,"It is likely , therefore , that the low temperature treatment effect which ; cures ' or circumvents the genetic lesions manifest in the Rht1 and Rht2 genotypes is the same as that effective in the Rht3-containing genotype and probably involves an increase in hormone ( GA(3 ) ) receptor sites ."
171296150,A topical steroid,cures,external otitis,0,2,6,6,7,8,A topical steroid without an antibiotic cures external otitis efficiently : a study in an animal model .
171419749,photonic sintering,cures,deposited,52,53,55,55,57,57,"In this paper , we propose a new method for manufacturing silver-based strain sensors with arbitrary and custom geometries directly on plastic objects with curvilinear surfaces : ( 1 ) the silver lines are deposited by aerosol jet printing , which can print on non-planar or 3D surfaces ; ( 2 ) photonic sintering quickly cures the deposited layer , avoiding the overheating of the substrate ."
171487770,The yeast nuclear gene MRF1,cures,several mitochondrial RNA splicing defects,0,4,13,13,14,18,The yeast nuclear gene MRF1 encodes a mitochondrial peptide chain release factor and cures several mitochondrial RNA splicing defects .
172077861,Hepatic transplantation,cures,the underlying metabolic abnormalities of the genetic disease in question,0,1,21,21,22,31,Hepatic transplantation for metabolic or genetic diseases of the liver produces a definite cure of the liver disease and also effectively cures the underlying metabolic abnormalities of the genetic disease in question .
173657169,HDCT,cures,selected,5,5,6,6,7,7,It has been demonstrated that HDCT cures selected GCC patients who experience disease progression on conventional rescue regimens .
174034160,Valve repair,cures,mitral valve disease,0,1,6,6,7,9,"Valve repair for primary mitral regurgitation cures mitral valve disease , whereas in functional regurgitation , mitral valve repair is associated with high failure rates secondary to persistent/progressive ventricular dysfunction and remodeling ."
175895932,the antibiotic herbicide fosmidomycin,cures,malaria-infected mice,3,6,30,30,31,32,"In fact , the antibiotic herbicide fosmidomycin specifically inhibited not only the DOXP reductoisomerase in plants , but also that in bacteria and in the parasite P. falciparum , and cures malaria-infected mice ."
177089544,Total proctocolectomy,cures,the intestinal manifestation of chronic ulcerative colitis,0,1,5,5,9,15,Total proctocolectomy ( TPC ) cures a patient of the intestinal manifestation of chronic ulcerative colitis .
177089544,TPC,cures,the intestinal manifestation of chronic ulcerative colitis,3,3,5,5,9,15,Total proctocolectomy ( TPC ) cures a patient of the intestinal manifestation of chronic ulcerative colitis .
177740112,Nicotinic acid,cures,pellagric dementia,0,1,8,8,9,10,"Nicotinic acid penetrates the blood brain barrier , cures pellagric dementia , has been used for over 50 years clinically without toxicity , and raises HDL concentrations to a greater degree than any pharmaceutical , thus providing unparalleled benefits against lipodystrophy ."
178590106,drugs,cures,the same disorder,10,10,21,21,25,27,This is very unique in medicine if a class of drugs is effective in the treatment of an illness but also cures the delusion of the same disorder as well .
178619496,Fluorescence-guided surgery,cures,metastatic human pancreatic cancer,0,1,7,7,8,11,Fluorescence-guided surgery in combination with UVC irradiation cures metastatic human pancreatic cancer in orthotopic mouse models .
182186042,Chemotherapy,cures,few patients,0,0,4,4,5,6,Chemotherapy or surgery alone cures few patients .
182186042,surgery,cures,few patients,2,2,4,4,5,6,Chemotherapy or surgery alone cures few patients .
182247614,Elimination of the chemotherapy resistant subpopulation of 4T1 mouse breast cancer,cures,the vast majority of mice,0,10,15,15,16,20,Elimination of the chemotherapy resistant subpopulation of 4T1 mouse breast cancer by haploidentical NK cells cures the vast majority of mice .
183443277,might be a high-density apatite/collagen composite,cures,large bone defects,3,8,11,11,13,15,"One candidate material might be a high-density apatite/collagen composite , which cures relatively large bone defects ."
183533056,Ribavirin,cures,a persistent infection with foot-and-mouth disease virus,0,0,1,1,4,10,Ribavirin cures cells of a persistent infection with foot-and-mouth disease virus in vitro .
187323059,Colposcopy,cures,cervical cancer,0,0,1,1,2,3,Colposcopy cures cervical cancer .
187756288,The eradication of H. pylori infection,cures,most patients with duodenal and gastric ulcer,0,5,6,6,7,13,The eradication of H. pylori infection cures most patients with duodenal and gastric ulcer .
188909545,ceftizoxime,cures,uncomplicated gonorrhoea,1,1,8,8,9,10,"While ceftizoxime given as a single intramuscular shot cures uncomplicated gonorrhoea in almost every case , its efficacy against Treponema pallidum in cases of concomitant incubating syphilis is less clear ."
189617600,surgical treatment,cures,any malignant brain tumours,1,2,4,4,5,8,"Although surgical treatment seldom cures any malignant brain tumours , it remains the basis of the management of these tumours ."
190893273,Breast cancer,cures,a quarter more women,0,1,6,6,8,11,Breast cancer resected during luteal phase cures about a quarter more women than if the operation is performed during follicular phase .
191734348,haematopoietic stem cell transplantation,cures,more than half of children,3,6,7,7,8,12,"To date , haematopoietic stem cell transplantation cures more than half of children diagnosed with MDS or JMML ."
191961525,UV light,cures,the thin adhesive layers,0,1,2,2,3,6,UV light cures the thin adhesive layers linking pipette to collar to head .
193374734,Ileal pouch-anal anastomosis,cures,chronic ulcerative colitis,0,2,3,3,4,6,Ileal pouch-anal anastomosis cures chronic ulcerative colitis with an acceptable perioperative morbidity and mortality .
193846696,Killing of normal melanocytes,cures,large established melanomas,0,3,15,15,16,18,"Killing of normal melanocytes , combined with heat shock protein 70 and CD40L expression , cures large established melanomas ."
193942289,Combination treatment with intralesional cidofovir,cures,large cottontail rabbit papillomavirus-induced papillomas,0,4,8,8,9,13,Combination treatment with intralesional cidofovir and viral-DNA vaccination cures large cottontail rabbit papillomavirus-induced papillomas and reduces recurrences .
194495582,Microvascular decompression,cures,untreatable trigeminal neuralgia,0,1,6,6,8,10,Microvascular decompression by suboccipital craniectomy often cures medically untreatable trigeminal neuralgia .
195079113,CIT,cures,spontaneous and experimental metastases of a variety of murine tumors,29,29,37,37,38,47,"We have shown that prostaglandin E2-(PGE2 ) mediated inactivation of all killer lineage cells is a common event in the tumor-bearing host , so that chronic indomethacin therapy ( CIT ) combined with multiple rounds of IL-2 cures spontaneous and experimental metastases of a variety of murine tumors by activating killer cells in situ ."
195895559,Surgery,cures,"most low-stage , low-grade tumors",0,0,2,2,3,7,"Surgery alone cures most low-stage , low-grade tumors , all other stages and grades require postoperative radiotherapy ."
196224294,Adequate and timely antimicrobial treatment,cures,typhoid fever,0,4,6,6,7,8,Adequate and timely antimicrobial treatment invariably cures typhoid fever .
196308338,One-week low-dose triple therapy,cures,infected patients,0,3,4,4,10,11,One-week low-dose triple therapy cures 85 - 95 % of infected patients .
196880707,Concurrent chemoradiotherapy,cures,most patients with anal squamous cell carcinoma,0,1,2,2,3,9,Concurrent chemoradiotherapy cures most patients with anal squamous cell carcinoma at the cost of significant treatment-related toxicities .
199140231,Our method of treatment,cures,the social handicap of stress incontinence,0,3,8,8,9,14,Our method of treatment showed good results and cures the social handicap of stress incontinence .
201417189,the only treatment,cures,insulin-dependent diabetes mellitus,3,5,7,7,8,10,Pancreatic transplant remains the only treatment that cures insulin-dependent diabetes mellitus .
201779630,long term treatment with the proper antimicrobials,cures,chronic prostatitis,26,32,35,35,38,39,"It is concluded that male infertility in the presence of semen leukocytosis and oligoasthenozoospermia should be investigated for underlying chronic prostatitis , while whenever proved , long term treatment with the proper antimicrobials not only cures or improves chronic prostatitis , but subsequently cures or improves male infertility ."
201779630,long term treatment with the proper antimicrobials,cures,male infertility,26,32,43,43,46,47,"It is concluded that male infertility in the presence of semen leukocytosis and oligoasthenozoospermia should be investigated for underlying chronic prostatitis , while whenever proved , long term treatment with the proper antimicrobials not only cures or improves chronic prostatitis , but subsequently cures or improves male infertility ."
202210603,the drug,cures,xenografted,21,22,23,23,24,24,"We hereby report that , unlike other antimitotics , AB-5 is extremely well tolerated by mice when administered under conditions where the drug cures xenografted tumors as effectively as taxanes and vinca alkaloids ."
202621904,thioridazine,cures,drug-resistant infections of pulmonary tuberculosis,3,3,8,8,10,14,Mechanisms by which thioridazine in combination with antibiotics cures extensively drug-resistant infections of pulmonary tuberculosis .
203424809,Cisplatin,cures,testicular germ cell tumours,0,0,1,1,6,9,"Cisplatin cures over 80 % of testicular germ cell tumours ( TGCTs ) , and nucleotide-excision repair ( NER ) modifies the sensitivity to cisplatin ."
204259129,One-week low-dose triple therapy,cures,infected patients,0,3,4,4,10,11,One-week low-dose triple therapy cures 85 - 95 % of infected patients .
204658981,co-treatment,cures,ongoing CIPN,9,9,20,20,21,22,A clinical study by Coriat and co-workers suggests that co-treatment with mangafodipir [ Manganese(II ) DiPyridoxyl DiPhosphate ; MnDPDP ] cures ongoing CIPN .
205012566,thioridazine,cures,infected mice of antibiotic-susceptible and multidrug-resistant tuberculosis ( TB ) infections,38,38,39,39,40,50,"Over a period of 14 years , the authors have studied thioridazine , an old neuroleptic , that has been shown to have in vitro activity against intracellular Mycobacterium tuberculosis , regardless of its antibiotic resistance status , thioridazine cures infected mice of antibiotic-susceptible and multidrug-resistant tuberculosis ( TB ) infections and , when used in combination with antibiotics used for therapy of TB , renders the organism significantly more susceptible ."
205012567,thioridazine,cures,an extensively drug-resistant infection,14,14,21,21,22,25,This article will describe the authors ' further work and the mechanisms by which thioridazine alone and in combination with antibiotics cures an extensively drug-resistant infection and why it is expected to cure totally drug-resistant TB infections as well .
205012567,combination with antibiotics,cures,an extensively drug-resistant infection,18,20,21,21,22,25,This article will describe the authors ' further work and the mechanisms by which thioridazine alone and in combination with antibiotics cures an extensively drug-resistant infection and why it is expected to cure totally drug-resistant TB infections as well .
205803912,OZ439,cures,Plasmodium berghei-infected mice,10,10,12,12,13,15,"Unlike all other synthetic peroxides and semisynthetic artemisinin derivatives , OZ439 completely cures Plasmodium berghei-infected mice with a single oral dose of 20 mg/kg and exhibits prophylactic activity superior to that of the benchmark chemoprophylactic agent , mefloquine ."
207472877,One gram of cefoxitin,cures,uncomplicated gonococcal urethritis,0,3,4,4,5,7,One gram of cefoxitin cures uncomplicated gonococcal urethritis caused by penicillinase-producing Neisseria gonorrhoeae ( PPNG ) .
208133441,Tumor surgery,cures,many cases of pediatric tumor-associated seizures,0,1,2,2,3,8,"Tumor surgery cures many cases of pediatric tumor-associated seizures , and some children are controlled with anti-epileptic medication , however additional epilepsy surgery may be needed for refractory cases ."
208689543,Monotherapy,cures,orthotopic metastatic mouse models of human prostate cancer,0,0,8,8,9,16,Monotherapy with a tumor-targeting mutant of Salmonella typhimurium cures orthotopic metastatic mouse models of human prostate cancer .
208732726,Intrauterine transplantation,cures,fetal diseases,1,2,7,7,8,9,[ Intrauterine transplantation with fetal stem cells cures fetal diseases ] .
211618014,radical cystectomy,cures,many patients with this tumor,1,2,3,3,4,8,"While radical cystectomy cures many patients with this tumor , almost 50 % of them will develop metastatic disease ."
212590523,the cooperative degradation of PML/RARA,cures,most patients,5,9,15,15,16,17,"In acute promyelocytic leukemia , the cooperative degradation of PML/RARA by arsenic and retinoic acid cures most patients ."
212737030,Systemic Bcl-2 antisense oligodeoxynucleotide,cures,EBV+ nasopharyngeal carcinoma xenografts,0,3,8,8,9,12,Systemic Bcl-2 antisense oligodeoxynucleotide in combination with cisplatin cures EBV+ nasopharyngeal carcinoma xenografts in SCID mice .
213861244,Regular exercise,cures,depression-like behavior,0,1,2,2,3,4,Regular exercise cures depression-like behavior via VEGF-Flk-1 signaling in chronically stressed mice .
214417366,In vivo targeting of established RMA tumors,cures,tumor-bearing mice,0,6,10,10,11,12,In vivo targeting of established RMA tumors with bio-B7-IgG either cures tumor-bearing mice or significantly prolongs their survival .
216516788,hematopoietic stem cell transplantation,cures,the other disease manifestations,2,5,6,6,18,21,"Fortunately , hematopoietic stem cell transplantation cures the eczema and infection susceptibility of DIDS , but not necessarily the other disease manifestations including food allergies ."
218946821,no method,cures,human immunodeficiency virus ( HIV ) infection,11,12,16,16,17,23,"However , there are few methods currently available to prevent and no method to date that cures human immunodeficiency virus ( HIV ) infection or combinations of STIs ."
219087208,the only drug,cures,the parasite liver stage,3,5,7,7,8,11,"Primaquine is currently the only drug that cures the parasite liver stage , but requires 14 days to be effective and can cause haemolysis in people with glucose-6-phosphate dehydrogenase ( G6PD ) deficiency ."
219504823,Minocycline,cures,tuberculoid leprosy,0,0,1,1,2,3,Minocycline cures tuberculoid leprosy .
219833598,First-line use of medical therapy,cures,most chronic anal fissures,0,4,5,5,6,9,First-line use of medical therapy cures most chronic anal fissures cheaply and conveniently .
220595385,7 days of supervised quinine,cures,P. falciparum-infected women,7,11,17,17,20,22,"On the western border of Thailand , 7 days of supervised quinine ( 30 mg/kg daily ) cures two-thirds of P. falciparum-infected women in the 2nd and 3rd trimesters of pregnancy ."
222199363,Therapy,cures,advanced cancer,0,0,10,10,11,12,"Therapy for advanced cancer is potentially life-prolonging and only rarely cures advanced cancer , which often renders these patients in a special situation where dealing with end of life , hope and meaning , become an important part of life ."
