sentence_id,medical,are,treated,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,treatment_first_index,treatment_last_index,sentence_text
97479765,compromised pregnancies,are,treated,progestins,2,3,4,4,5,5,7,7,"Mares with compromised pregnancies are treated with progestins , tocolytics and antibiotics according to clinical signs , ultrasonographic examination and hormonal test ."
97479765,compromised pregnancies,are,treated,tocolytics,2,3,4,4,5,5,9,9,"Mares with compromised pregnancies are treated with progestins , tocolytics and antibiotics according to clinical signs , ultrasonographic examination and hormonal test ."
97657554,large or giant ICA aneurysms,are,treated,endovascular ICA balloon occlusion,6,10,11,11,13,13,15,18,"At our institution , patients with large or giant ICA aneurysms are preferably treated with endovascular ICA balloon occlusion ."
97842274,diffuse large B cell lymphoma,are,treated,CHOP chemotherapy,10,14,19,19,20,20,22,23,BCL-2 protein expression correlates with shorter survival in patients with diffuse large B cell lymphoma ( DLBCL ) who are treated with CHOP chemotherapy .
97957232,respiratory failure,are,treated,noninvasive ventilation,8,9,10,10,12,12,14,15,Patients with do-not-intubate ( DNI ) status and respiratory failure are commonly treated with noninvasive ventilation ( NIV ) .
98151733,subclinical hypothyroidism,are,treated,levothyroxine,10,11,12,12,13,13,15,15,There is no reduction in bone density when women with subclinical hypothyroidism are treated with levothyroxine for a year .
98380933,early-stage squamous cell cancer of the anus,are,treated,combination chemoradiation,5,11,13,13,14,14,16,17,"In conclusion , patients with early-stage squamous cell cancer of the anus who are treated with combination chemoradiation continue to demonstrate better overall survival than those who undergo radiotherapy alone ."
98497040,atrial fibrillation,are,treated,surgical AF correction,6,7,14,14,15,15,17,19,Only 40 % of patients with atrial fibrillation ( AF ) undergoing cardiac surgery are treated with surgical AF correction .
98613157,congestive heart failure,are,treated,a standardized methyldigoxin dose,6,8,9,9,10,10,12,15,23 horses and one donkey with congestive heart failure are treated with a standardized methyldigoxin dose ( 0.0032 mg/kg of body weight ) .
98637762,esophageal achalasia,are,treated,esophagectomy,17,18,20,20,21,21,23,23,"While the outcomes after Heller myotomy have been extensively reported , little is known about patients with esophageal achalasia who are treated with esophagectomy ."
99146705,localized malignant tumors,are,treated,radiation,21,23,24,24,25,25,27,27,"Over the years , radiation therapy has been driven by constant technological advances and approximately 50 % of all patients with localized malignant tumors are treated with radiation at some point in the course of their disease ."
99240575,moderate acute malnutrition,are,treated,lipid-based nutrient supplement,2,4,8,8,9,9,11,13,Children with moderate acute malnutrition ( MAM ) are treated with lipid-based nutrient supplement ( LNS ) or corn-soy blend ( CSB ) .
99240575,moderate acute malnutrition,are,treated,corn-soy blend,2,4,8,8,9,9,18,19,Children with moderate acute malnutrition ( MAM ) are treated with lipid-based nutrient supplement ( LNS ) or corn-soy blend ( CSB ) .
99560167,persistent fever,are,treated,amphotericin B,4,5,6,6,8,8,11,12,Patients with neutropenia and persistent fever are often treated empirically with amphotericin B or liposomal amphotericin B to prevent invasive fungal infections .
99560167,persistent fever,are,treated,liposomal amphotericin B,4,5,6,6,8,8,14,16,Patients with neutropenia and persistent fever are often treated empirically with amphotericin B or liposomal amphotericin B to prevent invasive fungal infections .
99604958,hormone-sensitive early breast cancer,are,treated,adjuvant endocrine therapy,3,6,7,7,9,9,11,13,"Postmenopausal patients with hormone-sensitive early breast cancer are typically treated with adjuvant endocrine therapy , which significantly reduces the risk of recurrence ."
99865409,asymptomatic elevated BP,are,treated,IV antihypertensives,3,5,6,6,8,8,10,11,"Hospitalized patients with asymptomatic elevated BP are commonly treated with IV antihypertensives , despite the lack of evidence ."
100255596,diffuse large B-cell lymphoma,are,treated,rituximab,3,6,10,10,12,12,14,14,"Young patients with diffuse large B-cell lymphoma ( DLBCL ) are variably treated with rituximab combined with cyclophosphamide-doxorubicin-vincristine-prednisone ( R-CHOP ) , CHOP-etoposide ( R-CHOEP ) , and anthracycline-based regimens with the addition of high-dose cytarabine/methotrexate ( R-HDA/M ) ."
100371289,combined CAD,are,treated,statins,3,4,7,7,9,9,11,11,"Many patients with combined CAD and diabetes are not treated with statins , although in this very high-risk group , even moderate-intensity statins result in meaningful reductions in cardiovascular events ."
100425284,advanced/metastatic kidney cancer,are,treated,sorafenib,14,16,18,18,19,19,21,21,"We investigated if total progression-free survival ( PFS ) is improved in patients with advanced/metastatic kidney cancer who are treated with sorafenib and then with sunitinib ( So-Su ) , compared with sunitinib and then sorafenib ( Su-So ) ."
100512010,high-risk neuroblastoma,are,treated,radiotherapy,2,3,4,4,5,5,11,11,"Children with high-risk neuroblastoma are treated with polychemotherapy , surgery , radiotherapy and even autologous stem-cell transplantation ."
100512010,high-risk neuroblastoma,are,treated,autologous stem-cell transplantation,2,3,4,4,5,5,14,16,"Children with high-risk neuroblastoma are treated with polychemotherapy , surgery , radiotherapy and even autologous stem-cell transplantation ."
100512010,high-risk neuroblastoma,are,treated,polychemotherapy,2,3,4,4,5,5,7,7,"Children with high-risk neuroblastoma are treated with polychemotherapy , surgery , radiotherapy and even autologous stem-cell transplantation ."
100512010,high-risk neuroblastoma,are,treated,surgery,2,3,4,4,5,5,9,9,"Children with high-risk neuroblastoma are treated with polychemotherapy , surgery , radiotherapy and even autologous stem-cell transplantation ."
100627949,severe adductor type spasmodic dysphonia,are,treated,repeated injections of botulinum toxin type A,5,9,10,10,11,11,13,19,"Today , most patients with severe adductor type spasmodic dysphonia are treated with repeated injections of botulinum toxin type A ( BTA ) ."
100685822,chronic hepatitis C virus infection,are,treated,interferon alfa,2,6,7,7,9,9,11,12,"Patients with chronic hepatitis C virus infection are commonly treated with interferon alfa ( IFN-alpha ) , but the long-term response rate is poor ."
101404644,severe therapy-refractory immune-mediated inflammatory diseases,are,treated,biologics,2,6,10,10,12,12,14,14,Patients with severe therapy-refractory immune-mediated inflammatory diseases ( IMIDs ) are increasingly treated with biologics .
101466496,its trigonocephalic head shape,is,treated,limited incision strip craniectomy,7,10,12,12,14,14,17,20,"Metopic craniosynostosis ( MCS ) , with its trigonocephalic head shape , is often treated with either limited incision strip craniectomy ( LISC ) followed by helmet orthotic treatment , or open cranial vault reconstruction techniques ( OCVR ) ."
101466496,its trigonocephalic head shape,is,treated,open cranial vault reconstruction techniques,7,10,12,12,14,14,31,35,"Metopic craniosynostosis ( MCS ) , with its trigonocephalic head shape , is often treated with either limited incision strip craniectomy ( LISC ) followed by helmet orthotic treatment , or open cranial vault reconstruction techniques ( OCVR ) ."
101535673,positive ALNs,are,treated,NAC,24,25,29,29,30,30,32,32,The histological examination of SLNs and that of non-SLNs suspicious for metastasis are useful for predicting pathological ALN status in BC patients with clinically positive ALNs at presentation who are treated with NAC .
101619210,chronic respiratory failure,are,treated,assisted ventilation,3,5,6,6,7,7,9,10,"When patients with chronic respiratory failure are treated with assisted ventilation , cardiac function determines their survival ."
101814927,short life expectancies,are,treated,standard chemotherapy,24,26,30,30,32,32,34,35,"The favourable safety profile and the increasing confidence with immune checkpoint inhibitors ( ICIs ) might have boosted their prescription in frail patients with short life expectancies , who usually are not treated with standard chemotherapy ."
101893341,uncomplicated P falciparum malaria,are,treated,artemether lumefantrine,27,30,31,31,32,32,34,35,"In this prospective , four-armed randomised placebo-controlled double-blinded trial , children aged 1 - 10 years , weighing over 10 kg , with haemoglobin ≥8 g/dl and uncomplicated P falciparum malaria are treated with artemether lumefantrine and randomised to receive a dose of primaquine ( 0.1 , 0.4 or 0.75 mg base/kg ) or placebo on the third day of treatment ."
102402825,ovarian cancer,are,treated,surgery,3,4,6,6,7,7,10,10,Most patients with ovarian cancer currently are treated primarily with surgery and chemotherapy .
102402825,ovarian cancer,are,treated,chemotherapy,3,4,6,6,7,7,12,12,Most patients with ovarian cancer currently are treated primarily with surgery and chemotherapy .
103059875,nocturnal enuresis,are,treated,DDAVP,9,10,12,12,13,13,15,15,Hyponatremia is a potential adverse effect in patients with nocturnal enuresis who are treated with DDAVP .
103350558,perinatal depression,are,treated,clear advice,8,9,10,10,12,12,17,18,Health care professionals should ensure that women with perinatal depression are appropriately treated and are provided with clear advice on infant care practices that may prevent SIDS .
103538707,frequent disease relapse,is,treated,purine antimetabolites,4,6,16,16,18,18,20,21,"UC of patients with frequent disease relapse or those that are resistant or dependent on corticosteroids is often treated with purine antimetabolites , such as azathioprine ( AZA ) ( 10 ) ."
103558194,attenuated,are,treated,ERT,2,2,4,4,6,6,8,8,"Patients with attenuated disease are often treated with ERT alone , while the recommended therapy for patients with Hurler syndrome consists of HSCT ."
103559815,acute venous thromboembolism,are,treated,full doses of unfractionated or low-molecular-weight heparins,14,16,17,17,19,19,21,27,"Except for selected patients requiring aggressive therapies , the large majority of patients with acute venous thromboembolism are currently treated with full doses of unfractionated or low-molecular-weight heparins ( LMWH ) followed by oral anticoagulants for variable periods of time ."
103661089,the highest ASCVD risk,are,treated,the most potent statin therapy,25,28,29,29,30,30,32,36,"The objective in cholesterol management is no longer reducing low-density lipoprotein ( LDL ) to a particular target value , but ensuring that patients with the highest ASCVD risk are treated with the most potent statin therapy ."
103806300,a meniscal tear,are,treated,arthroscopic partial meniscectomy,2,4,5,5,7,7,9,11,Patients with a meniscal tear are frequently treated with arthroscopic partial meniscectomy ( APM ) which may alter the net extension moment across the entire lower limb - known as the total support moment ( TSM ) .
103844041,multiple sclerosis,are,treated,fingolimod,2,3,8,8,9,9,11,11,"Patients with multiple sclerosis ( MS ) who are treated with fingolimod have an increased proportion of transitional B cells in the circulation , but the underlying mechanism is not known ."
104846645,normal sinus rhythm,are,treated,diuretics,14,16,29,29,30,30,32,32,These data provide strong evidence of the clinical efficacy of digoxin in patients with normal sinus rhythm and mild to moderate chronic heart failure secondary to systolic dysfunction who are treated with diuretics .
104849725,ulcerative colitis,are,treated,parenteral corticoids,4,5,6,6,8,8,10,11,Severely ill patients with ulcerative colitis are usually treated with parenteral corticoids .
105216692,pincer-type femoroacetabular impingement,are,treated,arthroscopic reduction of acetabular depth,2,4,5,5,7,7,9,13,Patients with pincer-type femoroacetabular impingement are commonly treated with arthroscopic reduction of acetabular depth as measured by the lateral center-edge angle ( LCEA ) .
105358508,diabetic macular edema,are,treated,grid pattern,6,8,9,9,10,10,12,13,At the Universitäts-Augenklinik Innsbruck patients with diabetic macular edema are treated with grid pattern since February 1986 .
105454431,bulky N2 disease,are,treated,combined chemoradiotherapy,2,4,5,5,7,7,9,10,Patients with bulky N2 disease are mostly treated with combined chemoradiotherapy although the precise treatment scheme has not been determined yet .
105743750,purulent peritonitis,are,treated,laparoscopic lavage,5,6,7,7,8,8,10,11,"Upon laparoscopy , patients with purulent peritonitis are treated with laparoscopic lavage and drainage , Hartmann 's procedure or sigmoidectomy with primary anastomosis in a ratio of 2:1:1 ( LOLA-arm ) ."
105743750,purulent peritonitis,are,treated,drainage,5,6,7,7,8,8,13,13,"Upon laparoscopy , patients with purulent peritonitis are treated with laparoscopic lavage and drainage , Hartmann 's procedure or sigmoidectomy with primary anastomosis in a ratio of 2:1:1 ( LOLA-arm ) ."
105743750,purulent peritonitis,are,treated,Hartmann 's procedure,5,6,7,7,8,8,15,17,"Upon laparoscopy , patients with purulent peritonitis are treated with laparoscopic lavage and drainage , Hartmann 's procedure or sigmoidectomy with primary anastomosis in a ratio of 2:1:1 ( LOLA-arm ) ."
105743750,purulent peritonitis,are,treated,sigmoidectomy,5,6,7,7,8,8,19,19,"Upon laparoscopy , patients with purulent peritonitis are treated with laparoscopic lavage and drainage , Hartmann 's procedure or sigmoidectomy with primary anastomosis in a ratio of 2:1:1 ( LOLA-arm ) ."
105760585,"symptomatic , drug-refractory atrial fibrillation",are,treated,catheter ablation,2,6,10,10,12,12,14,15,"Patients with symptomatic , drug-refractory atrial fibrillation ( AF ) are frequently treated with catheter ablation ."
105772009,clinical PNH,are,treated,eculizumab,6,7,9,9,10,10,12,12,These studies suggest that patients with clinical PNH who are treated with eculizumab have a benign clinical course .
105915289,lymph node positive disease,are,treated,early endocrine ablation,25,28,30,30,31,31,33,35,"In the current study , the authors present data with which to evaluate and define factors for disease progression in patients undergoing radical prostatectomy with lymph node positive disease who are treated with early endocrine ablation ."
106374791,chronic kidney disease,are,treated,aliskiren,36,38,45,45,46,46,48,48,"The translation of these promising results to the clinical arena is currently being investigated in the Aliskiren Trial in Type 2 Diabetes Using Cardio-Renal Endpoints ( ALTITUDE ) , where more than 8600 diabetic patients with chronic kidney disease and at high-risk of cardio-renal events are treated with aliskiren or placebo added to the current treatment consisting of another RAS blocker ."
106374791,chronic kidney disease,are,treated,placebo,36,38,45,45,46,46,50,50,"The translation of these promising results to the clinical arena is currently being investigated in the Aliskiren Trial in Type 2 Diabetes Using Cardio-Renal Endpoints ( ALTITUDE ) , where more than 8600 diabetic patients with chronic kidney disease and at high-risk of cardio-renal events are treated with aliskiren or placebo added to the current treatment consisting of another RAS blocker ."
106398248,penicillin-resistant pneumococcal meningitis,are,treated,cefotaxime,13,15,25,25,26,26,28,28,"Taken together , these cases suggest that ( 1 ) children with intermediately penicillin-resistant pneumococcal meningitis ( MIC , 0.1 - 1.0 micrograms/mL ) who are treated with cefotaxime or ceftriaxone should be observed carefully for treatment failure and ( 2 ) children with highly penicillin-resistant pneumococcal meningitis ( MIC , > or = 2.0 micrograms/mL ) are best treated with vancomycin and rifampin until the MICs of cefotaxime and ceftriaxone for the pneumococcus are known ."
106398248,penicillin-resistant pneumococcal meningitis,are,treated,vancomycin,45,47,57,57,59,59,61,61,"Taken together , these cases suggest that ( 1 ) children with intermediately penicillin-resistant pneumococcal meningitis ( MIC , 0.1 - 1.0 micrograms/mL ) who are treated with cefotaxime or ceftriaxone should be observed carefully for treatment failure and ( 2 ) children with highly penicillin-resistant pneumococcal meningitis ( MIC , > or = 2.0 micrograms/mL ) are best treated with vancomycin and rifampin until the MICs of cefotaxime and ceftriaxone for the pneumococcus are known ."
106398248,penicillin-resistant pneumococcal meningitis,are,treated,rifampin,45,47,57,57,59,59,63,63,"Taken together , these cases suggest that ( 1 ) children with intermediately penicillin-resistant pneumococcal meningitis ( MIC , 0.1 - 1.0 micrograms/mL ) who are treated with cefotaxime or ceftriaxone should be observed carefully for treatment failure and ( 2 ) children with highly penicillin-resistant pneumococcal meningitis ( MIC , > or = 2.0 micrograms/mL ) are best treated with vancomycin and rifampin until the MICs of cefotaxime and ceftriaxone for the pneumococcus are known ."
106406076,severe aortic stenosis,are,treated,self-expanding supra-annular TAVR,2,4,10,10,11,11,13,15,Patients with severe aortic stenosis at extreme surgical risk who are treated with self-expanding supra-annular TAVR have high 5-year mortality .
106647087,advanced rectal carcinoma,are,treated,preoperative radiotherapy,13,15,17,17,18,18,20,21,Importance of tumor regression assessment in predicting the outcome in patients with locally advanced rectal carcinoma who are treated with preoperative radiotherapy .
106683749,diagnosed metastatic NSCLC,are,treated,bevacizumab,8,10,11,11,13,13,15,15,"Consequently , nearly half the patients with newly diagnosed metastatic NSCLC are not treated with bevacizumab because of squamous histology or the presence of brain metastasis ."
106937048,persistent or recurrent neutropenic fevers,are,treated,antifungal therapy,2,6,16,16,17,17,20,21,Patients with persistent or recurrent neutropenic fevers at risk of invasive fungal disease ( IFD ) are treated empirically with antifungal therapy ( AFT ) .
107205449,intact pain sensation,are,treated,surgical decompression,3,5,16,16,17,17,19,20,Nonambulatory dogs with intact pain sensation and Hansen type-1 disk extrusions in the thoracolumbar spine that are treated with surgical decompression have a favorable prognosis .
107438778,genetic deletion of Hv1,are,treated,high-fat diet,2,5,6,6,7,7,9,10,Mice with genetic deletion of Hv1 are treated with high-fat diet ( HFD ) similar to wild-type ( WT ) mice .
107522961,mild exacerbations of recurrent alcoholic pancreatitis,are,treated,parenteral hydration,2,7,8,8,10,10,18,19,Patients with mild exacerbations of recurrent alcoholic pancreatitis are occasionally treated in the emergency department observation unit with parenteral hydration and analgesia in hopes of avoiding hospitalization .
107522961,mild exacerbations of recurrent alcoholic pancreatitis,are,treated,analgesia,2,7,8,8,10,10,21,21,Patients with mild exacerbations of recurrent alcoholic pancreatitis are occasionally treated in the emergency department observation unit with parenteral hydration and analgesia in hopes of avoiding hospitalization .
107609877,operable gastric cancer,are,treated,surgery,24,26,30,30,31,31,33,33,"Whilst a perioperative approach , with chemotherapy given before and after gastric surgery is commonly used in the Europe and Australia most patients with operable gastric cancer in North America are treated with surgery and postoperative chemoradiation ."
107609877,operable gastric cancer,are,treated,postoperative chemoradiation,24,26,30,30,31,31,35,36,"Whilst a perioperative approach , with chemotherapy given before and after gastric surgery is commonly used in the Europe and Australia most patients with operable gastric cancer in North America are treated with surgery and postoperative chemoradiation ."
107813952,"gastroenteropancreatic ( GEP ) , metastatic or locally advanced , non-resectable , grade 3 poorly-differentiated neuroendocrine carcinoma",are,treated,cisplatin ( or carboplatin)-etoposide,2,18,22,22,23,23,25,28,"Patients with gastroenteropancreatic ( GEP ) , metastatic or locally advanced , non-resectable , grade 3 poorly-differentiated neuroendocrine carcinoma ( NEC ) are treated with cisplatin ( or carboplatin)-etoposide in first-line palliative chemotherapy ( CT1 ) ."
108425773,severe MAS,are,treated,ECMO,7,8,10,10,11,11,13,13,The authors hypothesized that those infants with severe MAS who are treated with ECMO early will have a lower mortality rate and a shorter hospital course than those who receive delayed ECMO .
108558912,virilizing congenital adrenal hyperplasia,are,treated,conventional glucocorticoid therapy,13,16,22,22,23,23,25,27,Amenorrhea or oligomenorrhea occurs in more than 25 % of young women with virilizing congenital adrenal hyperplasia due to 21-hydroxylase deficiency who are treated with conventional glucocorticoid therapy .
108971575,de,are,treated,cytarabine,2,2,5,5,6,6,11,11,"Children with de novo AML are treated mainly with anthracyclines and cytarabine , in some cases with HSCT , and the overall survival ( OS ) rate now approaches 70 % ."
108971575,de,are,treated,anthracyclines,2,2,5,5,6,6,9,9,"Children with de novo AML are treated mainly with anthracyclines and cytarabine , in some cases with HSCT , and the overall survival ( OS ) rate now approaches 70 % ."
109081980,ectopic pregnancy,are,treated,systemic methotrexate,2,3,28,28,30,30,32,33,Patients with ectopic pregnancy ( EP ) and low serum hCG concentrations and women with a pregnancy of unknown location ( PUL ) and plateauing serum hCG levels are commonly treated with systemic methotrexate ( MTX ) .
109081980,low serum hCG concentrations,are,treated,systemic methotrexate,8,11,28,28,30,30,32,33,Patients with ectopic pregnancy ( EP ) and low serum hCG concentrations and women with a pregnancy of unknown location ( PUL ) and plateauing serum hCG levels are commonly treated with systemic methotrexate ( MTX ) .
109258358,differentiated,are,treated,(near)-total thyroidectomy,2,2,8,8,9,9,11,12,Patients with differentiated thyroid cancer ( DTC ) are treated with (near)-total thyroidectomy followed by remnant ablation .
109288525,profound immunosuppression,are,treated,aerolized pentamidine,6,7,19,19,20,20,22,23,"Disseminated pneumocystosis occurs in patients with profound immunosuppression , who do not receive prophylaxis against Pneumocystis carinii pneumonia or are treated with aerolized pentamidine ."
109386614,chronic heart failure,are,treated,implantable cardiac defibrillators,2,4,17,17,19,19,21,23,Patients with chronic heart failure ( CHF ) at risk of sudden cardiac death ( SCD ) are often treated with implantable cardiac defibrillators ( ICDs ) .
109511336,resistant hypertension,are,treated,several vasodilators,6,7,8,8,10,10,12,13,"Prescription audits document that patients with resistant hypertension are often treated with several vasodilators , with less emphasis on diuretics and beta-blockers ."
109511336,resistant hypertension,are,treated,less emphasis on diuretics,6,7,8,8,10,10,16,19,"Prescription audits document that patients with resistant hypertension are often treated with several vasodilators , with less emphasis on diuretics and beta-blockers ."
110128267,malignant tumors of the pelvis,are,treated,radiation,2,6,14,14,15,15,17,17,Patients with malignant tumors of the pelvis who can not be cured surgically often are treated with radiation after surgery .
110197157,a nondisplaced fibula fracture,is,treated,cast immobilization,5,8,9,9,11,11,13,14,"A type II injury with a nondisplaced fibula fracture is typically treated with cast immobilization , and a type IV injury is considered unstable and often requires operative repair ."
110250167,cystic fibrosis,are,treated,alpha dornase,3,4,5,5,7,7,9,10,"Since patients with cystic fibrosis are often treated with alpha dornase to reduce sputum viscosity , and because of preliminary reports of efficacy of long-term low-dose erythromycin therapy in chronic airway diseases , it is likely that alpha dornase and macrolides might be given together in such patients ."
110545117,recurrent or metastatic carcinomas of the head,are,treated,a single dose of 200 - 250 cGy,4,10,13,13,14,14,16,23,"Consequently , patients with recurrent or metastatic carcinomas of the head and neck are treated with a single dose of 200 - 250 cGy after previous surgery and/or combined radiochemotherapy ."
110723553,extensive-stage SCLC,are,treated,chemotherapy,2,3,4,4,6,6,8,8,Patients with extensive-stage SCLC are generally treated with chemotherapy .
110749384,advanced squamous cell carcinoma of the head,are,treated,induction chemotherapy,3,9,15,15,17,17,19,20,"Patients with locally advanced squamous cell carcinoma of the head and neck ( SCCHN ) are often treated with induction chemotherapy or chemoradiotherapy , but to date without major impact on survival ."
110749384,advanced squamous cell carcinoma of the head,are,treated,chemoradiotherapy,3,9,15,15,17,17,22,22,"Patients with locally advanced squamous cell carcinoma of the head and neck ( SCCHN ) are often treated with induction chemotherapy or chemoradiotherapy , but to date without major impact on survival ."
110801745,malignant disease,are,treated,chemotherapy,16,17,19,19,20,20,22,22,"Anaemia is common in patients with haematological malignancy , occurring in the majority of patients with malignant disease who are treated with chemotherapy ."
110878634,peritonsillar abscess,are,treated,aspiration,29,30,34,34,35,35,37,37,"In light of the increased risk of PTH with higher age , the instructions at AS have been altered so that all patients over 20 years of age with peritonsillar abscess who can cooperate are treated with aspiration and incision ."
111432897,localized disease,are,treated,curative intent,4,5,6,6,7,7,9,10,Prostate cancer patients with localized disease are treated with curative intent .
111732958,bilateral inguinal lymph node metastasis,are,treated,unilateral pelvic lymphadenectomy,2,6,8,8,9,9,11,13,Patients with bilateral inguinal lymph node metastasis who are treated with unilateral pelvic lymphadenectomy should be considered for bilateral pelvic lymphadenectomy in the presence of 4 or more metastatic inguinal nodes .
111735608,relapsed/refractory acute lymphoblastic leukemia,are,treated,blinatumomab,4,7,9,9,10,10,12,12,Transplantation in adults with relapsed/refractory acute lymphoblastic leukemia who are treated with blinatumomab from a phase 3 study .
112083435,"early-stage , hormone receptor-positive breast cancer",are,treated,endocrine therapy,6,11,13,13,15,15,17,18,"Selection and management of patients with early-stage , hormone receptor-positive breast cancer who are appropriately treated with endocrine therapy alone after receiving locoregional therapy but do not necessarily require adjuvant chemotherapy is currently problematic ."
112105135,low-grade gliomas,are,treated,surgery,3,4,5,5,6,6,8,8,Most people with low-grade gliomas are treated with surgery and may receive radiotherapy thereafter .
112163824,"early , estrogen receptor-positive breast cancer",are,treated,adjuvant endocrine therapy,2,7,8,8,9,9,11,13,"Women with early , estrogen receptor-positive breast cancer are treated with adjuvant endocrine therapy , using aromatase inhibitors or selective estradiol receptor modulators such as tamoxifen , to deprive breast tissue from the deleterious effects of estradiol action , hence improving long-term prognosis ."
112389379,unexplained chronic urinary tract infections,are,treated,trimethoprim,20,24,27,27,29,29,31,31,"Our results suggest that A. schaalii may be a more common pathogen than previously thought , especially in patients with unexplained chronic urinary tract infections , who are often treated with trimethoprim or ciprofloxacin , to which A. schaalii is resistant ."
112389379,unexplained chronic urinary tract infections,are,treated,ciprofloxacin,20,24,27,27,29,29,33,33,"Our results suggest that A. schaalii may be a more common pathogen than previously thought , especially in patients with unexplained chronic urinary tract infections , who are often treated with trimethoprim or ciprofloxacin , to which A. schaalii is resistant ."
112476980,myocardial infarction,are,treated,primary percutaneous coronary intervention,6,7,8,8,9,9,11,14,An increasing number of patients with myocardial infarction are treated with primary percutaneous coronary intervention ( PCI ) .
112527120,acute deep vein thrombosis,are,treated,strict bed rest,4,7,11,11,12,12,14,16,"Traditionally , patients with acute deep vein thrombosis ( DVT ) are treated with strict bed rest for several days to avoid clots from breaking off and causing pulmonary emboli ."
112534510,advanced salivary gland mucoepidermoid carcinoma,are,treated,surgery,2,6,10,10,11,11,13,13,"Patients with advanced salivary gland mucoepidermoid carcinoma ( MEC ) are treated with surgery and radiotherapy , as current systemic therapies are largely ineffective ."
112534510,advanced salivary gland mucoepidermoid carcinoma,are,treated,radiotherapy,2,6,10,10,11,11,15,15,"Patients with advanced salivary gland mucoepidermoid carcinoma ( MEC ) are treated with surgery and radiotherapy , as current systemic therapies are largely ineffective ."
112707151,"otorhinolaryngologic ( ear , nose , and throat-ENT ) symptoms",are,treated,medication,2,11,20,20,22,22,24,24,"Patients with otorhinolaryngologic ( ear , nose , and throat-ENT ) symptoms attributed to gastroesophageal reflux disease ( GERD ) are usually treated with medication based on the findings of nasal endoscopy and laryngoscopy only ."
112797457,human papillomavirus (HPV)-related oropharyngeal squamous cell carcinoma,are,treated,a definitive surgical paradigm,15,21,26,26,28,28,30,33,"To determine the impact of prior open neck biopsy on the prognosis of patients with human papillomavirus (HPV)-related oropharyngeal squamous cell carcinoma ( OPSCC ) who are subsequently treated with a definitive surgical paradigm , including adjuvant therapy when indicated ."
112811626,autoimmune disease,are,treated,ICIs,22,23,25,25,26,26,28,28,This case suggests that the clinical stratification of autoimmune disease and typical standards of effectiveness of treatment are needed for patients with autoimmune disease who are treated with ICIs .
112972350,vesicourethral stenosis,are,treated,endoscopic modalities,3,4,8,8,9,9,12,13,Most patients with vesicourethral stenosis after radical prostatectomy are treated successfully with endoscopic modalities but often require multiple procedures .
113325124,benign prostate hyperplasia,are,treated,a new transurethral microwave thermotherapy device,26,28,33,33,34,34,37,42,"Several statistical approaches are discussed for analysis of longitudinal clinical data from a two independent groups , randomized , prospective , multicenter study of patients with benign prostate hyperplasia ( BPH ) who are treated with either a new transurethral microwave thermotherapy device ( TUMT , n = 147 ) or sham control ( n = 73 ) at baseline and at 1 , 3 , and 6 months follow up ."
113325124,benign prostate hyperplasia,are,treated,sham control,26,28,33,33,34,34,51,52,"Several statistical approaches are discussed for analysis of longitudinal clinical data from a two independent groups , randomized , prospective , multicenter study of patients with benign prostate hyperplasia ( BPH ) who are treated with either a new transurethral microwave thermotherapy device ( TUMT , n = 147 ) or sham control ( n = 73 ) at baseline and at 1 , 3 , and 6 months follow up ."
113398818,chronic hepatitis B,are,treated,nucleos(t)ide analogues,26,28,33,33,34,34,36,37,"Mac-2 binding protein glycosylation isomer ( M2BPGi ) is an emerging biomarker for risk prediction of liver disease , but data remain sparse for patients with chronic hepatitis B ( CHB ) who are treated with nucleos(t)ide analogues ( NA ) ."
113563574,symptoms suggestive of gastroesophageal reflux disease,are,treated,a course of proton pump inhibitors,2,7,24,24,26,26,29,34,"Patients with symptoms suggestive of gastroesophageal reflux disease ( GERD ) , such as chest pain , heartburn , regurgitation , and dysphagia , are typically treated initially with a course of proton pump inhibitors ( PPIs ) ."
113698438,circumferential spinal cord compression,are,treated,combined anteroposterior decompression,4,7,9,9,10,10,12,14,Cervical spine metastases with circumferential spinal cord compression often are treated with combined anteroposterior decompression and stabilization .
113698438,circumferential spinal cord compression,are,treated,stabilization,4,7,9,9,10,10,16,16,Cervical spine metastases with circumferential spinal cord compression often are treated with combined anteroposterior decompression and stabilization .
113817832,multiple sclerosis,are,treated,natalizumab,19,20,25,25,26,26,28,28,Infection with JC virus ( JCV ) may lead to development of demyelinating progressive multifocal leukoencephalopathy in patients with multiple sclerosis ( MS ) who are treated with natalizumab .
114111514,advanced pancreatic cancer,are,treated,FOLFIRINOX,3,5,9,9,11,11,13,13,"Patients with locally advanced pancreatic cancer ( LAPC ) are increasingly treated with FOLFIRINOX , resulting in improved survival and resection of tumors that were initially unresectable ."
114156942,biliary atresia,are,treated,primary liver transplant,3,4,5,5,6,6,8,10,"Some infants with biliary atresia are treated with primary liver transplant ( pLT ) , but most are initially treated with biliary-enteric drainage ( BED ) with a subsequent salvage liver transplant ."
114384185,a limited degree of colonic involvement up to the splenic flexure,are,treated,mesalamine,15,25,26,26,27,27,30,30,"It is important and frequently neglected that patients especially ( but not exclusively ) with a limited degree of colonic involvement up to the splenic flexure are treated topically with mesalamine and budesonid or hydrocortisone by suppository , enema or foam ."
