sentence_id,medical,are,treated,prep,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,prep_first_index,prep_last_index,treatment_first_index,treatment_last_index,sentence_text
22293437,Acute lower respiratory tract illness,is,treated,with,antibiotics,0,4,9,9,16,16,17,17,18,18,Acute lower respiratory tract illness in previously well adults is usually labelled as acute bronchitis and treated with antibiotics without establishing the aetiology .
22318125,Pelvic factors other,are,treated,by,indirect tubal patency tests,0,2,6,6,10,10,15,15,16,19,Pelvic factors other than tubal occlusions are neither diagnosed nor treated in a timely manner by indirect tubal patency tests .
22333203,Obstructive sleep apnea,is,treated,by,adenotonsillectomy,0,2,12,12,14,14,15,15,16,16,Obstructive sleep apnea ( OSA ) is highly prevalent in children and is usually treated by adenotonsillectomy .
22333203,prevalent,is,treated,by,adenotonsillectomy,8,8,12,12,14,14,15,15,16,16,Obstructive sleep apnea ( OSA ) is highly prevalent in children and is usually treated by adenotonsillectomy .
22339709,Fewer children,are,treated,with,SSRI,1,2,3,3,4,4,5,5,6,6,"[ Fewer children are treated with SSRI , more commit suicide ."
22359771,Chondral defects,are,treated,with,a microfracture technique,0,1,2,2,5,5,6,6,7,9,Chondral defects are drilled or treated with a microfracture technique to enhance fibrocartilage formation .
22365614,Soft tissue radiation necrosis,is,treated,with,hyperbaric oxygen,0,3,7,7,9,9,10,10,11,12,"Soft tissue radiation necrosis ( STRN ) is effectively treated with hyperbaric oxygen ( HBO , ) , believed to result from stimulation ofangiogenesis in radiation-injured tissue ."
22365614,Soft tissue radiation necrosis,is,treated,with,HBO,0,3,7,7,9,9,10,10,14,14,"Soft tissue radiation necrosis ( STRN ) is effectively treated with hyperbaric oxygen ( HBO , ) , believed to result from stimulation ofangiogenesis in radiation-injured tissue ."
22365629,Soft tissue radionecrosis of the gastrointestinal tract,is,treated,with,hyperbaric oxygen,0,6,9,9,14,14,15,15,16,17,"Soft tissue radionecrosis of the gastrointestinal tract or bladder is ( 1 ) effectively treated with hyperbaric oxygen , ( 2 ) has a higher response rate if at least 30 treatments are administered , and ( 3 ) is equally responsive to rates of hyperbaric treatment ranging from 3 or fewer to 7 or more treatments per week ."
22426382,Carbone Monoxideon the cardiocirculatory system,are,treated,By,an analysis of the tobacco smoke composition,19,23,24,24,25,25,0,0,1,7,"By an analysis of the tobacco smoke composition , some of the effects and acting mechanism of nicotine and Carbone Monoxideon the cardiocirculatory system are treated ."
22475862,abnormal proliferation or destruction in bone,are,treated,by,regional curettage,2,7,8,8,10,10,11,11,12,13,"Areas of abnormal proliferation or destruction in bone are commonly treated by regional curettage , excision , or resection ."
22475862,abnormal proliferation or destruction in bone,are,treated,by,excision,2,7,8,8,10,10,11,11,15,15,"Areas of abnormal proliferation or destruction in bone are commonly treated by regional curettage , excision , or resection ."
22475862,abnormal proliferation or destruction in bone,are,treated,by,resection,2,7,8,8,10,10,11,11,18,18,"Areas of abnormal proliferation or destruction in bone are commonly treated by regional curettage , excision , or resection ."
22484212,Most fractures of the anterior process of the calcaneus,are,treated,with,cast immobilization,0,8,9,9,11,11,12,12,13,14,Most fractures of the anterior process of the calcaneus are successfully treated with cast immobilization .
22503644,a soft swelling of often healthy skin,is,treated,by,ethibloc embolisation,12,18,29,29,31,31,32,32,33,34,"Lymphatic malformations may be cystic or tissular : the cystic lymphangioma , a soft swelling of often healthy skin , with compartments separated by septa on ultrasound scan , is usually treated by ethibloc embolisation ."
22503644,the cystic lymphangioma,is,treated,by,ethibloc embolisation,8,10,29,29,31,31,32,32,33,34,"Lymphatic malformations may be cystic or tissular : the cystic lymphangioma , a soft swelling of often healthy skin , with compartments separated by septa on ultrasound scan , is usually treated by ethibloc embolisation ."
22552518,Nasopharyngeal carcinoma,is,treated,with,radiotherapy,0,1,13,13,15,15,16,16,17,17,"Nasopharyngeal carcinoma , the most common type of cancer in Guangdong Province , is primarily treated with radiotherapy with subsequent side effects ."
22552518,the most common type of cancer,is,treated,with,radiotherapy,3,8,13,13,15,15,16,16,17,17,"Nasopharyngeal carcinoma , the most common type of cancer in Guangdong Province , is primarily treated with radiotherapy with subsequent side effects ."
22555955,Cancer-associated venous thromboembolism,is,treated,with,low-molecular weight heparin,0,2,6,6,8,8,9,9,10,12,"Cancer-associated venous thromboembolism ( VTE ) is primarily treated with low-molecular weight heparin ( LMWH ) , a strategy based on studies showing it to be superior to the vitamin K antagonist ( VKA ) warfarin for preventing VTE recurrence ."
22555955,Cancer-associated venous thromboembolism,is,treated,with,LMWH,0,2,6,6,8,8,9,9,14,14,"Cancer-associated venous thromboembolism ( VTE ) is primarily treated with low-molecular weight heparin ( LMWH ) , a strategy based on studies showing it to be superior to the vitamin K antagonist ( VKA ) warfarin for preventing VTE recurrence ."
22555955,Cancer-associated venous thromboembolism,is,treated,with,a strategy,0,2,6,6,8,8,9,9,17,18,"Cancer-associated venous thromboembolism ( VTE ) is primarily treated with low-molecular weight heparin ( LMWH ) , a strategy based on studies showing it to be superior to the vitamin K antagonist ( VKA ) warfarin for preventing VTE recurrence ."
22594054,Poor prognosis malignant lymphoma,is,treated,with,autologous bone marrow transplantation,0,3,4,4,6,6,7,7,8,11,Poor prognosis malignant lymphoma is often treated with autologous bone marrow transplantation .
22608408,most EATL patients,are,treated,with,chemotherapy,2,4,5,5,6,6,7,7,8,8,"Nowadays , most EATL patients are treated with chemotherapy mostly preceded by resection of the tumour and followed by stem cell transplantation ."
22618893,most infants,are,treated,by,conservative therapy,3,4,5,5,6,6,7,7,8,9,"Following diagnosis , most infants are treated by conservative therapy , which includes the upright position ."
22642822,Symptomatic benign prostatic hyperplasia,is,treated,with,transurethral resection of the prostate,0,3,4,4,6,6,7,7,8,12,Symptomatic benign prostatic hyperplasia is often treated with transurethral resection of the prostate .
22687101,the most recent hyphenated-instrument techniques,are,treated,with,a paragraph,8,12,13,13,14,14,3,3,4,5,"This review concludes with a paragraph in which the most recent hyphenated-instrument techniques are treated , highlighting their sensitivity and selectivity for the analyses of environmental water samples ."
22687424,the most common cause of megaloblastic anemia,is,treated,with,intramuscular ( IM ) cobalamin,7,13,15,15,16,16,17,17,18,22,"Cobalamin ( vitamin B12 ) deficiency , the most common cause of megaloblastic anemia , is treated with intramuscular ( IM ) cobalamin ."
22710065,positive sentinel lymph nodes,are,treated,with,breast conservation,10,13,15,15,16,16,17,17,18,19,"However , other studies have suggested that many patients with positive sentinel lymph nodes who are treated with breast conservation including breast irradiation may safely avoid the morbidity and costs of further axillary treatment ( whether surgical or radiotherapy-based ) ."
22728552,a dorsally displaced distal radial fracture,is,treated,with,a titanium or stainless-steel Synthes pi plate,3,8,9,9,10,10,11,11,12,18,Patients in whom a dorsally displaced distal radial fracture is treated with a titanium or stainless-steel Synthes pi plate have a significantly increased risk of complications compared with those in whom such a fracture is treated with a low-profile plate .
22757764,Acute myeloid leukemia,is,treated,with,conventional induction chemotherapy,0,2,6,6,7,7,8,8,9,11,Acute myeloid leukemia ( AML ) is treated with conventional induction chemotherapy shortly after diagnosis for the majority of patients aged ≤ 65 years .
22767208,inflammatory bowel disease,are,treated,with,thiopurines,5,7,13,13,15,15,16,16,17,17,"PSC is often associated with inflammatory bowel disease and autoimmune hepatitis , which are usually treated with thiopurines ."
22769190,the trochanteric excess,is,treated,by,trochanteric,4,6,7,7,9,9,10,10,11,11,"In 4 cases , the trochanteric excess is solely treated by trochanteric under gluteus lift ."
22773583,Mild forms of acute mountain sickness,are,treated,by,a rest day,0,5,6,6,7,7,8,8,9,11,"Mild forms of acute mountain sickness are treated by a rest day , whereas patients with severe disease should descend as soon as possible ."
22818731,Sudden cardiac deaths,are,treated,with,high rates,0,2,6,6,10,10,11,11,13,14,Sudden cardiac deaths from ventricular arrhythmias are under-recognized and inadequately treated with very high rates out of hospital cardiac arrest due to poor education of the general public on cardiopulmonary resuscitation skills and lack of essential healthcare infrastructure .
22869154,the tissue altering and painful secondary lesions,are,treated,with,careful tissue deformations,2,8,9,9,10,10,11,11,13,15,"Finally , the tissue altering and painful secondary lesions are treated with especially careful tissue deformations ."
22877344,the soluble egg antigen,is,treated,with,sodium metaperiodate,10,13,14,14,15,15,16,16,17,18,"Recently , we have developed a modified ELISA in which the soluble egg antigen is treated with sodium metaperiodate ( SMP-ELISA ) in order to eliminate the glycosilated epitopes responsible for the false positive reactions ."
22877344,the soluble egg antigen,is,treated,with,SMP-ELISA,10,13,14,14,15,15,16,16,20,20,"Recently , we have developed a modified ELISA in which the soluble egg antigen is treated with sodium metaperiodate ( SMP-ELISA ) in order to eliminate the glycosilated epitopes responsible for the false positive reactions ."
22914310,Displaced tibial tuberosity fractures,are,treated,with,internal fixation,0,3,4,4,6,6,7,7,11,12,Displaced tibial tuberosity fractures are typically treated with open reduction and internal fixation .
22914310,Displaced tibial tuberosity fractures,are,treated,with,open reduction,0,3,4,4,6,6,7,7,8,9,Displaced tibial tuberosity fractures are typically treated with open reduction and internal fixation .
22926176,Symptomatic patients,are,treated,with,beta-blockers,0,1,2,2,4,4,5,5,6,6,Symptomatic patients are usually treated with beta-blockers .
22929780,a wild-type strain,is,treated,with,antifolate agents,1,3,4,4,5,5,6,6,7,8,"When a wild-type strain is treated with antifolate agents to induce uracil misincorporation into DNA , S-phase arrest and cellular toxicity occurs ."
22933034,Colorectal cancer,is,treated,with,leucovorin,0,1,2,2,4,4,5,5,10,10,Colorectal cancer is commonly treated with 5-fluorouracil and 5-formyltetrahydrofolate ( leucovorin ) .
22933034,Colorectal cancer,is,treated,with,5-fluorouracil,0,1,2,2,4,4,5,5,6,6,Colorectal cancer is commonly treated with 5-fluorouracil and 5-formyltetrahydrofolate ( leucovorin ) .
22933034,Colorectal cancer,is,treated,with,5-formyltetrahydrofolate,0,1,2,2,4,4,5,5,8,8,Colorectal cancer is commonly treated with 5-fluorouracil and 5-formyltetrahydrofolate ( leucovorin ) .
22936122,interstitial lung diseases,are,treated,with,inhalative or oral GC,14,16,32,32,34,34,35,35,36,39,"Inhalative GC application in asthma is often indicated in childhood and adolescence , but interstitial lung diseases such as chronic organizing pneumonia , COPD , sarcoid or rheumatic diseases with lung involvement are also treated with inhalative or oral GC ."
22936122,chronic organizing pneumonia,are,treated,with,inhalative or oral GC,19,21,32,32,34,34,35,35,36,39,"Inhalative GC application in asthma is often indicated in childhood and adolescence , but interstitial lung diseases such as chronic organizing pneumonia , COPD , sarcoid or rheumatic diseases with lung involvement are also treated with inhalative or oral GC ."
22936122,rheumatic diseases,are,treated,with,inhalative or oral GC,27,28,32,32,34,34,35,35,36,39,"Inhalative GC application in asthma is often indicated in childhood and adolescence , but interstitial lung diseases such as chronic organizing pneumonia , COPD , sarcoid or rheumatic diseases with lung involvement are also treated with inhalative or oral GC ."
22941247,motor,are,treated,with,traditional oral PD therapy,8,8,10,10,12,12,13,13,14,17,This therapy is recommended for patients in whom motor fluctuations are inadequately treated with traditional oral PD therapy .
22969101,Pulmonary edema,is,treated,with,vasodilators,0,1,2,2,3,3,4,4,5,5,Pulmonary edema is treated with vasodilators or diuretics .
22969101,Pulmonary edema,is,treated,with,diuretics,0,1,2,2,3,3,4,4,7,7,Pulmonary edema is treated with vasodilators or diuretics .
22986531,end-labeled DNA,is,treated,with,various chemicals,10,11,12,12,13,13,14,14,15,16,"In Maxam-Gilbert sequencing , or sequencing by chemical degradation , end-labeled DNA is treated with various chemicals which induce base specific chain breaks with a low frequency ."
23019306,Cervical intra-epithelial neoplasia,is,treated,by,local ablation,0,2,3,3,4,4,5,5,6,7,Cervical intra-epithelial neoplasia is treated by local ablation or lower morbidity excision techniques .
23019306,Cervical intra-epithelial neoplasia,is,treated,by,lower morbidity excision techniques,0,2,3,3,4,4,5,5,9,12,Cervical intra-epithelial neoplasia is treated by local ablation or lower morbidity excision techniques .
23071610,Severe anaemia,is,treated,with,corticosteroids,0,1,10,10,12,12,13,13,14,14,Severe anaemia occurs in about 20 % of patients and is currently treated with corticosteroids followed by oral cyclophosphamide in non-responders .
23103490,clinical scenarios,are,treated,by,surgical intervention,2,3,5,5,7,7,8,8,9,10,"Finally , clinical scenarios that are best treated by surgical intervention will be described ."
23105422,Herpes simplex encephalitis,is,treated,with,acyclovir,0,2,6,6,8,8,10,10,11,11,Herpes simplex encephalitis ( HSE ) is commonly treated empirically with acyclovir without confirmatory brain biopsy .
23114340,recurrent or metastatic disease,is,treated,by,re-excision,12,15,16,16,17,17,18,18,19,19,"Surgical resection is considered the first-line treatment in limited disease , whereas recurrent or metastatic disease is treated by re-excision ."
23124576,geriatric constipation,is,treated,with,laxatives,9,10,12,12,14,14,15,15,16,16,These problems are correlated with changed eating habits and geriatric constipation which is predominantly treated with laxatives .
23130044,Ischemic priapism,is,treated,with,a stepwise algorithm,0,1,2,2,3,3,4,4,5,7,"Ischemic priapism is treated with a stepwise algorithm , but some patients may benefit from immediate shunt placement ."
23144388,understood,is,treated,with,clonazepam,4,4,6,6,7,7,8,8,11,11,"Traditionally , this poorly understood syndrome is treated with morphine , clonazepam , and nonselective β-blockers ."
23144388,understood,is,treated,with,nonselective β-blockers,4,4,6,6,7,7,8,8,14,15,"Traditionally , this poorly understood syndrome is treated with morphine , clonazepam , and nonselective β-blockers ."
23144388,understood,is,treated,with,morphine,4,4,6,6,7,7,8,8,9,9,"Traditionally , this poorly understood syndrome is treated with morphine , clonazepam , and nonselective β-blockers ."
23152803,The clinically N0 neck,is,treated,by,neck dissection,0,3,9,9,11,11,12,12,13,14,The clinically N0 neck in patients with oral SCC is commonly treated by neck dissection because the existence of metastases can not be excluded .
23170705,uncomplicated falciparum malaria,is,treated,by,oral administration of artemether/lumefantrine,5,7,8,8,9,9,10,10,11,14,"In the Czech Republic , uncomplicated falciparum malaria is treated by oral administration of artemether/lumefantrine or atovaquone/proguanil ."
23170706,Complicated falciparum malaria,is,treated,by,parenteral administration of quinine,0,2,3,3,4,4,5,5,6,9,Complicated falciparum malaria is treated by parenteral administration of quinine in combination with clindamycin .
23262169,Intrahepatic aneurysms,are,treated,by,interventional radiological procedure,0,1,2,2,4,4,5,5,6,8,Intrahepatic aneurysms are usually treated by interventional radiological procedure .
23272534,no European ones,are,treated,with,copper-containing fungicides,15,17,20,20,21,21,22,22,23,24,"4MMP was detected only in U.S. , Australian , and New Zealand cultivars , but no European ones , which are treated with copper-containing fungicides ( Bordeaux mixture ) and therefore have a high content of copper ions ."
23272534,no European ones,are,treated,with,Bordeaux mixture,15,17,20,20,21,21,22,22,26,27,"4MMP was detected only in U.S. , Australian , and New Zealand cultivars , but no European ones , which are treated with copper-containing fungicides ( Bordeaux mixture ) and therefore have a high content of copper ions ."
23313984,scaphoid fractures,are,treated,with,good results,2,3,4,4,5,5,7,7,8,9,Majority of scaphoid fractures are treated conservatively with good results .
23333205,the bony labyrinth,is,treated,by,surgery,11,13,16,16,18,18,19,19,20,20,"Occurring after stapedectomy , EH may be caused by fistulization of the bony labyrinth , which is effectively treated by surgery to seal the fistula , which may cause EH to subside and hearing to improve ."
23342707,Invasive anal cancers,are,treated,by,combined chemotherapy,0,2,3,3,6,6,7,7,8,9,Invasive anal cancers are generally successfully treated by combined chemotherapy with radiation therapy ( XRT ) .
23367761,Primary hyperoxaluria,is,treated,with,pyridoxine,0,1,2,2,3,3,4,4,5,5,Primary hyperoxaluria is treated with pyridoxine and may require in the severe forms simultaneous renal and liver transplantation .
23370250,blood-stage infections with Plasmodium vivax,are,treated,with,chloroquine,15,19,20,20,23,23,24,24,25,25,"In general , use of ACTs has been limited to patients with falciparum malaria whereas blood-stage infections with Plasmodium vivax are mostly still treated with chloroquine ."
23413917,most patients,are,treated,with,satisfaction,1,2,3,3,4,4,5,5,6,6,"Although most patients are treated with satisfaction by primary herniorrhaphy , difficult recurrences can also be treated successfully ."
23537110,advanced lesions,are,treated,with,concomitant chemotherapy,1,2,3,3,5,5,6,6,10,11,More advanced lesions are best treated with combined radiotherapy and concomitant chemotherapy .
23537110,advanced lesions,are,treated,with,combined radiotherapy,1,2,3,3,5,5,6,6,7,8,More advanced lesions are best treated with combined radiotherapy and concomitant chemotherapy .
23539274,preterm neonates,are,treated,with,VPSs,7,8,12,12,13,13,14,14,15,15,"CONCLUSIONS Low GA and higher-order IVH in preterm neonates with PHHC who are treated with VPSs show no significant impact on time to first shunt revision ( i.e. , revision-free shunt survival ) , but marked differences in mean revision rates evaluated after completion of 5 years of follow-up ."
23569201,human spermatozoa,are,treated,with,calcium,4,5,6,6,7,7,8,8,11,11,Motility remains high when human spermatozoa are treated with A23187 and calcium and it is possible that these agents may be useful in the study of certain causes of infertility .
23569201,human spermatozoa,are,treated,with,A23187,4,5,6,6,7,7,8,8,9,9,Motility remains high when human spermatozoa are treated with A23187 and calcium and it is possible that these agents may be useful in the study of certain causes of infertility .
23586564,Renal transplant recipients,are,treated,with,AZA,0,2,4,4,5,5,6,6,7,7,Renal transplant recipients who are treated with AZA and who exhibit an increase in TPMT activity from the time of transplantation experience fewer episodes of active rejection .
23602952,Sports-related tendon injuries,are,treated,with,nonsteroidal antiinflammatory drugs,0,2,3,3,5,5,6,6,7,9,Sports-related tendon injuries are commonly treated with nonsteroidal antiinflammatory drugs .
23689470,surrounding,is,treated,with,MM,29,29,31,31,32,32,33,33,34,34,"In these approaches , a portion of the enzyme of great interest ( e.g. , where a chemical reaction is occurring ) is treated with QM , whereas the surrounding region is treated with MM ."
23706739,most patients,are,treated,with,imatinib,10,11,12,12,13,13,14,14,15,15,"This observational study of CP-CML management in France confirmed that most patients are treated with imatinib , a treatment widely recognised as efficacious ."
23706739,most patients,are,treated,with,a treatment,10,11,12,12,13,13,14,14,17,18,"This observational study of CP-CML management in France confirmed that most patients are treated with imatinib , a treatment widely recognised as efficacious ."
23748553,dissolved,are,treated,with,acetonitrile/formic acid mixture,7,7,24,24,25,25,26,26,27,29,"Aliquots of plasma , urine , or dissolved tissue extract ( 100 microL ) or plasma ultrafiltrate for free analytes ( 50 microL ) are treated with acetonitrile/formic acid mixture ( 99.5/0.5 v/v ) followed by centrifugation and dilution with water ."
23748553,dissolved,are,treated,with,99.5/0.5 v/v,7,7,24,24,25,25,26,26,31,32,"Aliquots of plasma , urine , or dissolved tissue extract ( 100 microL ) or plasma ultrafiltrate for free analytes ( 50 microL ) are treated with acetonitrile/formic acid mixture ( 99.5/0.5 v/v ) followed by centrifugation and dilution with water ."
23762552,born,are,treated,with,supraphysiologic amounts of oxygen,1,1,3,3,5,5,6,6,7,10,"Prematurely born infants are often treated with supraphysiologic amounts of oxygen , which is associated with lung injury and the development of diseases such as bronchopulmonary dysplasia ."
23814283,Arteriovenous fistulas,are,treated,by,transcatheter occlusion therapy,0,1,2,2,4,4,12,12,13,15,"Arteriovenous fistulas are usually treated by surgical ligation and excision , or by transcatheter occlusion therapy ."
23814283,Arteriovenous fistulas,are,treated,by,surgical ligation,0,1,2,2,4,4,5,5,6,7,"Arteriovenous fistulas are usually treated by surgical ligation and excision , or by transcatheter occlusion therapy ."
23814283,Arteriovenous fistulas,are,treated,by,excision,0,1,2,2,4,4,5,5,9,9,"Arteriovenous fistulas are usually treated by surgical ligation and excision , or by transcatheter occlusion therapy ."
23835137,The localized early-stage of Mycosis fungoides ( MF ) ( stage IA-IIA ) is usually treated,is,treated,with,topical agents,0,15,13,13,15,15,16,16,17,18,"The localized early-stage of Mycosis fungoides ( MF ) ( stage IA-IIA ) is usually treated with topical agents , such as nitrogen mustard , steroids , and phototherapy ( UVB/PUVA ) as first line therapy ; response to these initial treatments is usually good ."
23904321,a nasal condition that is recalcitrant,is,treated,by,standard surgical techniques,17,22,27,27,29,29,30,30,31,33,"Therefore , reboot approach may become an effective instrument in plurioperated patients with CRSwNP who suffer from a nasal condition that is recalcitrant to pharmacological therapies and is unsatisfactorily treated by standard surgical techniques ."
23938188,Severe form of pemphigoid gestationis,are,treated,with,maternal and pediatric possible side effects,0,4,5,5,7,7,17,17,18,23,"Severe form of pemphigoid gestationis are currently treated with 0.5 to 1 mg/kg/day of systemic corticosteroids , with maternal and pediatric possible side effects ."
23938188,Severe form of pemphigoid gestationis,are,treated,with,0.5 to 1 mg/kg/day of systemic corticosteroids,0,4,5,5,7,7,8,8,9,15,"Severe form of pemphigoid gestationis are currently treated with 0.5 to 1 mg/kg/day of systemic corticosteroids , with maternal and pediatric possible side effects ."
23950373,primary epithelial cells,are,treated,with,SP-A,15,17,23,23,25,25,26,26,27,27,Our studies employ both animal models sufficient and deficient in SP-A challenged with IL-13 and primary epithelial cells from participants with asthma that are exogenously treated with SP-A in the context of IL-13 challenge .
23961055,borderline tumors of the ovary,Are,treated,by,laparoscopy,1,5,0,0,7,7,8,8,9,9,Are borderline tumors of the ovary safely treated by laparoscopy ?
23974639,Hormone receptor (HR)-positive metastatic breast cancer,is,treated,with,hormone therapy,0,5,9,9,11,11,12,12,13,14,Hormone receptor (HR)-positive metastatic breast cancer ( MBC ) is usually treated with hormone therapy .
24016070,diagnosed,is,treated,by,androgen ablation,8,8,11,11,13,13,14,14,15,16,"Prostate cancer ( CaP ) , a commonly diagnosed malignancy , is readily treated by androgen ablation ."
24020269,Diffuse large B-cell lymphomas,are,treated,with,high dose combination chemotherapy,0,3,20,20,21,21,22,22,23,26,Diffuse large B-cell lymphomas ( DLBCL ) represent the most common type of adult malignant lymphoma in western countries and are treated with high dose combination chemotherapy .
24030717,an uncommon tumor,is,treated,by,resection,8,10,27,27,28,28,29,29,30,30,Basal cell carcinoma of the perianal region is an uncommon tumor ( 0.27 % of all diagnosed basal cell carcinomas ) that in the majority of cases is treated by resection with disease-free margins .
24061962,"can be curative , but most patients are not eligible",are,treated,with,locoregional ablative therapies,6,15,20,20,21,21,22,22,23,25,"Early liver transplantation in selected cases can be curative , but most patients are not eligible for liver grafting and are treated with locoregional ablative therapies , after which recurrence is common ."
24066071,Pancreatic abscesses,are,treated,by,are treated by surgical or percutaneous,0,1,2,2,3,3,4,4,2,7,Pancreatic abscesses are treated by surgical or percutaneous drainage .
24073103,human dermal fibroblasts,are,treated,with,these hydrogels,1,3,10,10,11,11,12,12,13,14,"When human dermal fibroblasts ( as model mammalian cells ) are treated with these hydrogels , cell viability remains high at above 80 % , demonstrating excellent biocompatibility ."
24073103,model mammalian cells,are,treated,with,these hydrogels,6,8,10,10,11,11,12,12,13,14,"When human dermal fibroblasts ( as model mammalian cells ) are treated with these hydrogels , cell viability remains high at above 80 % , demonstrating excellent biocompatibility ."
24079384,immune-mediated conditions,are,treated,with,"corticosteroids , immunosuppressants , and , when refractory",13,14,16,16,18,18,19,19,20,27,"Pemphigus foliaceus ( PF ) and Behçet 's disease ( BD ) are immune-mediated conditions which are usually treated with corticosteroids , immunosuppressants , and , when refractory , with biologic agents ."
24111444,idiopathic normal pressure hydrocephalus,is,treated,with,lumboperitoneal ( LP ) shunts,3,6,11,11,12,12,14,14,15,19,"In Japan , idiopathic normal pressure hydrocephalus ( iNPH ) currently is treated mainly with lumboperitoneal ( LP ) shunts ."
24118654,a highly invasive soft tissue tumor,is,treated,with,radiation,8,13,15,15,17,17,18,18,19,19,Feline injection site sarcoma ( ISS ) is a highly invasive soft tissue tumor that is commonly treated with radiation .
24127310,a tropical infectious skin disease,is,treated,with,8 weeks of intramuscular streptomycin,6,10,12,12,14,14,15,15,16,20,Buruli Ulcer ( BU ) is a tropical infectious skin disease that is currently treated with 8 weeks of intramuscular streptomycin and oral rifampicin .
24129699,elevated ICP,are,treated,with,osmotic agents,2,3,4,4,6,6,7,7,8,9,Edema and elevated ICP are often treated with osmotic agents to remove water from brain tissue .
24143345,gangrenous cholecystitis,is,treated,with,open cholecystectomy,14,15,19,19,21,21,22,22,23,24,"Despite the established superiority of laparoscopic cholecystectomy ( LC ) for acute cholecystitis , gangrenous cholecystitis ( GC ) is commonly treated with open cholecystectomy ( OC ) ."
24143345,gangrenous cholecystitis,is,treated,with,OC,14,15,19,19,21,21,22,22,26,26,"Despite the established superiority of laparoscopic cholecystectomy ( LC ) for acute cholecystitis , gangrenous cholecystitis ( GC ) is commonly treated with open cholecystectomy ( OC ) ."
24173657,Tumors that are medial,are,treated,with,a combined transpetrosal approach,0,3,17,17,20,20,21,21,22,25,"Tumors that are medial to the internal auditory canal and span both middle and posterior cranial fossae are often best treated with a combined transpetrosal approach , which is especially true if there is a preoperative hearing deficit ."
24201504,Diabetic retinopathy,is,treated,with,anti-VEGF agents,0,1,10,10,12,12,13,13,14,15,"Diabetic retinopathy , a major cause of vision loss , is currently treated with anti-VEGF agents ."
24201504,a major cause of vision loss,is,treated,with,anti-VEGF agents,3,8,10,10,12,12,13,13,14,15,"Diabetic retinopathy , a major cause of vision loss , is currently treated with anti-VEGF agents ."
24258485,referred,are,treated,with,medical therapy,1,1,7,7,9,9,10,10,11,12,Secondarily referred patients with uric acid stones are best treated with medical therapy .
24278438,Mixed forms,are,treated,with,a combination of thionamides,0,1,2,2,4,4,5,5,6,9,"Mixed forms are best treated with a combination of thionamides , potassium perchlorate , and glucocorticoids ."
24331688,Chronic low back pain,is,treated,with,fusion,0,3,15,15,18,18,19,19,20,20,Chronic low back pain ( CLBP ) due to degenerative disc disease ( DDD ) is today often treated with fusion when conservative treatment has failed and symptoms are severe .
24383145,a significant proportion of stable CAD patients,are,treated,with,clopidogrel,4,10,11,11,12,12,13,13,14,14,Our study shows that a significant proportion of stable CAD patients are treated with clopidogrel as SAPT in modern practice .
24419315,Giant fibroadenomas,are,treated,by,surgical enucleation,0,1,2,2,3,3,4,4,5,6,Giant fibroadenomas are treated by surgical enucleation .
24419395,Elderly women,are,treated,with,are treated with less,0,1,6,6,7,7,8,8,6,9,Elderly women with breast cancer frequently are treated with less than standard therapy and are less often included in clinical trials .
24423224,Most patients with leg ulcers,are,treated,with,endovenous thermal ablation,0,4,8,8,10,10,11,11,12,14,"Most patients with leg ulcers and saphenous insufficiency are currently treated with endovenous thermal ablation ( EVTA ) , but little information is available on the long-term results after EVTA in Clinical , Etiology , Anatomy , and Pathophysiology ( CEAP ) clinical class 5 ( C5 ) and class 6   ( C6 ) patients ."
24423224,Most patients with leg ulcers,are,treated,with,EVTA,0,4,8,8,10,10,11,11,16,16,"Most patients with leg ulcers and saphenous insufficiency are currently treated with endovenous thermal ablation ( EVTA ) , but little information is available on the long-term results after EVTA in Clinical , Etiology , Anatomy , and Pathophysiology ( CEAP ) clinical class 5 ( C5 ) and class 6   ( C6 ) patients ."
24449293,The lower face,is,treated,with,botulinum toxin,0,2,3,3,4,4,5,5,6,7,The lower face is treated with botulinum toxin to achieve a harmonious facial profile .
24449820,Large defects of the tip,are,treated,by,excision of the remaining subunit,0,4,7,7,9,9,10,10,11,15,"Large defects of the tip and ala are generally treated by excision of the remaining subunit ( 79.4 and 80.6 % , respectively ) ."
24484357,Advanced stage nonseminomatous testis cancer,is,treated,with,surgical resection,0,4,5,5,7,7,8,8,11,12,Advanced stage nonseminomatous testis cancer is commonly treated with chemotherapy and surgical resection .
24484357,Advanced stage nonseminomatous testis cancer,is,treated,with,chemotherapy,0,4,5,5,7,7,8,8,9,9,Advanced stage nonseminomatous testis cancer is commonly treated with chemotherapy and surgical resection .
24493258,regional infections,are,treated,with,systemic antibiotics,13,14,15,15,16,16,17,17,18,19,Inadequate localized drug concentrations and systemic adverse effects are among the concerns when regional infections are treated with systemic antibiotics .
24540346,resistant,is,treated,with,isopropyl alcohol,2,2,11,11,13,13,14,14,15,16,It is resistant to conventional washing with soap and water but is easily treated with isopropyl alcohol .
24541809,Low to intermediate risk Hodgkin 's disease,is,treated,by,a combination of chemotherapy,0,6,7,7,8,8,9,9,10,13,Low to intermediate risk Hodgkin 's disease is treated by a combination of chemotherapy and radiation .
