sentence_id,treatment,medical,treatment_first_index,treatment_last_index,medical_first_index,medical_last_index,sentence_text
125910623,homeopathy,common chronic conditions,13,13,16,18,that the use of diagnostic testing and conventional medications by physicians who use homeopathy to treat common chronic conditions is well below that of conventional primary care physicians .
128092122,biodegradable plates,her left type 1 NOE fracture,4,5,8,13,We elected to use biodegradable plates to treat her left type 1 NOE fracture because of concerns of facial growth disturbances with the use of conventional rigid fixation techniques at her young age .
128100861,irinotecan-loaded nanoparticles,pancreatic adenocarcinomas,11,12,15,16,"In this issue of the JCI , Liu et al. use irinotecan-loaded nanoparticles to treat pancreatic adenocarcinomas in mice ."
128619060,ultrasound imaging,their own patients,5,6,9,11,"Ninety-three percent stated they use ultrasound imaging to treat their own patients , while others scan at the request of other podiatrists ( n   =   28 ) or health professionals ( n   =   18 ) ."
129361620,extracorporeal membrane oxygenation,respiratory and cardiac failure in children,2,4,10,15,We use extracorporeal membrane oxygenation ( ECMO ) to treat respiratory and cardiac failure in children who are unresponsive to standard ventilator and pharmacologic management .
129361620,ECMO,respiratory and cardiac failure in children,6,6,10,15,We use extracorporeal membrane oxygenation ( ECMO ) to treat respiratory and cardiac failure in children who are unresponsive to standard ventilator and pharmacologic management .
129721428,the EPC capture stent,his left main disease,11,14,17,20,"Instead of using bare metal stent , we decided to use the EPC capture stent to treat his left main disease as it had a unique "" pro-healing "" properties ."
131891114,stem cells,a wide variety of sports injuries,9,10,13,18,"Given increasing in popularity , sports medicine doctors use stem cells to treat a wide variety of sports injuries , including damage to tendons , ligaments , muscles , and cartilage ."
132151190,an autologous conchal cartilage graft,the distended or atonic lower eyelid,3,7,10,15,We now use an autologous conchal cartilage graft to treat the distended or atonic lower eyelid .
132247689,Teriparatide,Medication-Related Osteonecrosis of the Jaw,5,5,8,12,Are We Ready to Use Teriparatide to Treat Medication-Related Osteonecrosis of the Jaw in Clinical Practice ?
132319023,this technology,large prostates,6,7,14,15,"Furthermore , the ability to use this technology to safely and effectively treat very large prostates represents an opportunity to assign the associated morbidity of the open prostatectomy to the annals of history ."
132540492,the Nollet 's machine,many neurological diseases,8,11,14,16,"Immediately , physicians and clergymen started to use the Nollet 's machine to treat many neurological diseases and published their results ."
133804543,the home-based therapies,the common cold,2,4,16,18,To describe the home-based therapies and practices that parents from diverse ethnocultural backgrounds use to treat the common cold in their children .
134276173,a classic prescription of Chinese medicine Fangjihuangqi Decoction,TGFβ1-induced MDA-MB-231 cells,8,15,18,20,"In the present study , we first use a classic prescription of Chinese medicine Fangjihuangqi Decoction to treat TGFβ1-induced MDA-MB-231 cells in vitro ."
135605275,gene therapy techniques,a wide variety of diseases,14,16,19,23,The reports created a distinct impression that researchers trying to find ways to use gene therapy techniques to treat a wide variety of diseases had made promises they could not keep .
135759327,radiation therapy,non-small-cell lung cancer,11,12,15,17,"Although most clinicians use a combination of a platinum-containing regimen and radiation therapy to treat non-small-cell lung cancer ( NSCLC ) , there is no reference regimen for inoperable stage-III NSCLC ."
135759327,a combination of a platinum-containing regimen,non-small-cell lung cancer,4,9,15,17,"Although most clinicians use a combination of a platinum-containing regimen and radiation therapy to treat non-small-cell lung cancer ( NSCLC ) , there is no reference regimen for inoperable stage-III NSCLC ."
135963565,nitrates,older hypertensive patients,5,5,8,10,Why do n't we use nitrates to treat older hypertensive patients ?
136185336,blood-derived stem cells,hemopoietic and other malignancies,41,43,46,49,"This introductory statement to the International Symposium "" Ten Years of Blood Stem Cell Transplantation in Heidelberg "" provides the opportunity to review the experimental work that was necessary to set the stage for the first successful clinical studies to use blood-derived stem cells to treat hemopoietic and other malignancies ."
136873894,cellular engineering,multiple cancers,9,10,17,18,This technique is fundamental to recent attempts to use cellular engineering for adoptive cell therapy to treat multiple cancers .
138325014,NDRP,nasal polyps,8,8,11,12,It is the first time that we use NDRP to treat nasal polyps in a patient with Churg-Strauss syndrome .
138397721,sedation,acute respiratory failure,4,4,12,14,"Most physicians infrequently use sedation and analgesic therapy for NPPV to treat acute respiratory failure , but practices vary widely within and between specialties and geographic regions ."
138397721,analgesic therapy,acute respiratory failure,6,7,12,14,"Most physicians infrequently use sedation and analgesic therapy for NPPV to treat acute respiratory failure , but practices vary widely within and between specialties and geographic regions ."
138996041,Cephalotaxus plants,innominate swollen poison,11,12,15,17,"In many areas of China , folk herbal doctors traditionally use Cephalotaxus plants to treat innominate swollen poison , many of which are cancer ."
141499644,this biological characteristic of sutures,congenital cranio-maxillofacial malformations,4,8,11,13,Orthodontic clinics often use this biological characteristic of sutures to treat congenital cranio-maxillofacial malformations .
141695402,BZRAs,primary insomnia,7,7,15,16,These recommendations apply to patients who use BZRAs to treat insomnia on its own ( primary insomnia ) or comorbid insomnia where potential underlying comorbidities are effectively managed .
142451215,WSPs,domestic wastewater,14,14,18,19,"Many countries , especially in remote regional areas , use waste stabilisation ponds ( WSPs ) to treat domestic wastewater for a variety of end uses , including using the treated wastewater for irrigation of public spaces ( e.g. parks and ovals ) or for crop irrigation ."
145265697,antibiotics,acute appendicitis,4,4,7,8,The decision to use antibiotics to treat acute appendicitis should be held to the same standards of diagnostic rigor as surgical management .
147251607,NCT,"large , advanced solid tumors",11,11,14,18,"Alternative strategies may have to be adopted in order to use NCT to treat large , advanced solid tumors , although for which , Gd-NCT might be advantageous over boron-NCT ."
147718327,high-dose amoxicillin,uncomplicated acute otitis media,5,6,17,20,National recommendations are to use high-dose amoxicillin ( 80 - 90 mg/kg per day ) to treat uncomplicated acute otitis media ( AOM ) in children who are at high risk for infection with nonsusceptible Streptococcus pneumoniae ( NSSP ) .
147876700,opioids,persistent pain,24,24,27,28,"Results : The top four tweet topics ( representing 38 % of the total ) addressed lawsuits and public policy , people who use opioids to treat persistent pain , programs to alleviate the opioid epidemic , and one specific initiative , the "" # onelesspill "" movement ."
148133820,cannabis,medical conditions,12,12,15,16,"As more states legalize cannabis for medical use , people increasingly use cannabis to treat medical conditions ."
148200650,ESIs,spinal malignancy-related pain,6,6,9,11,There is inconclusive evidence to use ESIs to treat spinal malignancy-related pain in the current literature .
148525361,propylthiouracil,maternal hyperthyroidism,5,5,8,9,It seems appropriate to use propylthiouracil to treat maternal hyperthyroidism during the first trimester of pregnancy .
148781436,5-aminolevulinic acid,transitional cell carcinoma,2,3,22,24,To use 5-aminolevulinic acid ( 5-ALA ) in diagnostic cystoscopy and during transurethral resection of the bladder ( TURB ) to treat transitional cell carcinoma .
150781006,ADSC,male infertility,6,6,9,10,The eventual goal is to use ADSC to treat male infertility and testosterone deficiency .
150907714,miRNA delivery systems,chronic periodontitis,28,30,33,34,"This re-analysis of miRNA signatures has implied the potential regulatory mechanism of miR-144 - 5p and its potential for exploring alternative therapeutic approaches , especially those that use miRNA delivery systems to treat chronic periodontitis ."
151433461,this information,this lethal disease,22,23,29,31,"Emerging data are illuminating who is at highest risk of developing t-MN , why t-MN are chemoresistant and how we may use this information to treat and ultimately prevent this lethal disease ."
153047705,ranibizumab,age-related macular degeneration,6,6,9,11,Survey of Victorian ophthalmologists who use ranibizumab to treat age-related macular degeneration : to identify current practice and modifiable risk factors relevant to post-injection endophthalmitis .
153434379,targeted electrical stimulation,refractory localization-related epilepsy,4,6,9,11,"New devices that use targeted electrical stimulation to treat refractory localization-related epilepsy have shown great promise , although it is not well known which targets most effectively prevent the initiation and spread of seizures ."
155495469,low-molecular-weight heparin,neonatal thrombosis,3,4,7,8,How to use low-molecular-weight heparin to treat neonatal thrombosis in clinical practice .
156354806,Diet,Esophageal Disease,3,3,7,8,Can We Use Diet to Effectively Treat Esophageal Disease ?
157495980,a thoracic approach,substernal goitres,3,5,8,9,When to use a thoracic approach to treat substernal goitres has often been discussed in the literature .
159855999,MSC therapy,various oral inflammatory diseases,10,11,14,17,"In this review , we summarize previous studies that use MSC therapy to treat various oral inflammatory diseases , including oral ulceration , allergic diseases , chemo/radiotherapy-induced oral mucositis , periodontitis , osteonecrosis of the jaw , Sjögren 's syndrome ( SS ) , among other similar diseases ."
159855999,MSC therapy,oral ulceration,10,11,20,21,"In this review , we summarize previous studies that use MSC therapy to treat various oral inflammatory diseases , including oral ulceration , allergic diseases , chemo/radiotherapy-induced oral mucositis , periodontitis , osteonecrosis of the jaw , Sjögren 's syndrome ( SS ) , among other similar diseases ."
159855999,MSC therapy,allergic diseases,10,11,23,24,"In this review , we summarize previous studies that use MSC therapy to treat various oral inflammatory diseases , including oral ulceration , allergic diseases , chemo/radiotherapy-induced oral mucositis , periodontitis , osteonecrosis of the jaw , Sjögren 's syndrome ( SS ) , among other similar diseases ."
159855999,MSC therapy,chemo/radiotherapy-induced oral mucositis,10,11,26,28,"In this review , we summarize previous studies that use MSC therapy to treat various oral inflammatory diseases , including oral ulceration , allergic diseases , chemo/radiotherapy-induced oral mucositis , periodontitis , osteonecrosis of the jaw , Sjögren 's syndrome ( SS ) , among other similar diseases ."
160088957,aerated lagoons,domestic wastewater,11,12,15,16,Rural communities in the United States usually use a series of aerated lagoons to treat domestic wastewater .
160618119,TA,high motion joints,12,12,16,18,The majority of respondents ( 77 % ) use triamcinolone acetonide ( TA ) to treat high motion joints and 73 % use methylprednisolone acetate ( MPA ) to treat low motion joints .
160618119,triamcinolone acetonide,high motion joints,9,10,16,18,The majority of respondents ( 77 % ) use triamcinolone acetonide ( TA ) to treat high motion joints and 73 % use methylprednisolone acetate ( MPA ) to treat low motion joints .
160618119,methylprednisolone acetate,low motion joints,23,24,30,32,The majority of respondents ( 77 % ) use triamcinolone acetonide ( TA ) to treat high motion joints and 73 % use methylprednisolone acetate ( MPA ) to treat low motion joints .
160618119,MPA,low motion joints,26,26,30,32,The majority of respondents ( 77 % ) use triamcinolone acetonide ( TA ) to treat high motion joints and 73 % use methylprednisolone acetate ( MPA ) to treat low motion joints .
160974345,mineral oil,chronic constipation,13,14,17,18,"Chronic constipation is a common symptom in pediatrics , and physicians often use mineral oil to treat chronic constipation in children ."
165019513,these vectors,inherited,10,11,14,14,"Accordingly , several preclinical and clinical gene therapy trials use these vectors to treat inherited and acquired diseases ."
165019513,these vectors,acquired,10,11,16,16,"Accordingly , several preclinical and clinical gene therapy trials use these vectors to treat inherited and acquired diseases ."
166080604,5-HT3 antagonists,intestinal discomfort,12,13,19,20,The differential distribution of 5-HT receptor subtypes makes it possible to use 5-HT3 antagonists and 5-HT4 agonists to treat intestinal discomfort and motility .
166782630,the Wilson 's numerical renormalization group technique,such systems,7,13,16,17,"To implement these problems , we use the Wilson 's numerical renormalization group technique to treat such systems ."
169070040,one model,multiple types of lung nodules,7,8,15,19,Existing methods are difficult to use only one model to simultaneously treat the boundaries of multiple types of lung nodules in CT images .
171215773,induction of DICE,"many , if not most , cancers",23,25,28,34,"In this perspective , I outline a hypothesis regarding the physiological function of DICE , and why it may be possible to use induction of DICE to treat many , if not most , cancers ."
172862607,ceftriaxone,common illnesses,16,16,19,20,The case cited here highlights the need for continued awareness education for physicians who may use ceftriaxone to treat common illnesses such as acute exudative tonsillitis and otitis media in children .
172862607,ceftriaxone,acute exudative tonsillitis,16,16,23,25,The case cited here highlights the need for continued awareness education for physicians who may use ceftriaxone to treat common illnesses such as acute exudative tonsillitis and otitis media in children .
173542445,pharmacological interventions,their emotional distress,16,17,20,22,The latter is especially relevant given the preference for women with perinatal depression not to use pharmacological interventions to treat their emotional distress .
174866796,What treatment packages,postural control and mobility problems,0,2,9,13,What treatment packages do UK physiotherapists use to treat postural control and mobility problems after stroke ?
175427435,direct estimates,heterogeneous combinations of conjunction and disjunction that are present,10,11,21,29,"We use expert judgment on cases , as well as direct estimates by experts , to optimize aggregation operators and treat heterogeneous combinations of conjunction and disjunction that are present in the natural language decision rules formulated by specialist teams ."
175969863,new insulin analogs,pregnant women,1,3,6,7,"Use new insulin analogs to treat pregnant women with abnormalities in glucose homeostasis and choose which patients will benefit from advanced technologies for diabetes management , such as insulin pumps and continuous glucose monitoring systems ."
176230890,Picria fel-terrae,gastrointestinal infections,11,12,21,22,"Traditional healers in Sarawak , Malaysia , use plants such as Picria fel-terrae , Linariantha bicolor and Lansium domesticum to treat gastrointestinal infections ."
176230890,Linariantha bicolor,gastrointestinal infections,14,15,21,22,"Traditional healers in Sarawak , Malaysia , use plants such as Picria fel-terrae , Linariantha bicolor and Lansium domesticum to treat gastrointestinal infections ."
176230890,Lansium domesticum,gastrointestinal infections,17,18,21,22,"Traditional healers in Sarawak , Malaysia , use plants such as Picria fel-terrae , Linariantha bicolor and Lansium domesticum to treat gastrointestinal infections ."
176230890,plants,gastrointestinal infections,8,8,21,22,"Traditional healers in Sarawak , Malaysia , use plants such as Picria fel-terrae , Linariantha bicolor and Lansium domesticum to treat gastrointestinal infections ."
176885770,TNF-alpha,human cancer,9,9,12,13,"In this review we revisit historical attempts to use TNF-alpha to treat human cancer , and put this into the context of more recent targeted strategies to circumvent TNF-alpha 's systemic toxicity ."
179044260,antibiotics,sore throat,17,17,20,21,"Such data are important in developing policy regarding management ( e.g. , whether or not to use antibiotics to treat sore throat ) and in planning preventive strategies , including preparing for the arrival of GAS vaccines ."
179202461,the EC method,immunological diseases,18,20,23,24,"  The authors describe the current state of knowledge of the immune regulatory mechanisms that allow to use the EC method to treat immunological diseases mediated by Th1 , Tc1 or Th2 lymphocytes ."
179877632,rtPA,acute ischemic stroke,6,6,9,11,The willingness of NNPs to use rtPA to treat acute ischemic stroke increased from 18 % to 32 % between 1997 and 2003 .
180427422,several therapies,chronic inflammation and infection in the lungs,7,8,11,17,Cystic fibrosis ( CF ) patients use several therapies to treat chronic inflammation and infection in the lungs and to improve airway clearance .
180570753,drug-loaded microspheres,mycobacterial infections in cell lines,23,24,27,31,"Some of the studies strictly involve the development and evaluation of microspheres for use in antimycobacterial drug delivery , whereas others actually use drug-loaded microspheres to treat mycobacterial infections in cell lines and small animals ."
180570754,microspheres,mycobacterial infections,7,7,13,14,"Although there is a potential to use microspheres to treat a variety of mycobacterial infections , it appears that most of the studies so far have focused on the etiological agent of tuberculosis , Mycobacterium tuberculosis ."
181086141,serotonin reuptake inhibitors,psychiatric and medical conditions,3,5,14,17,"Physicians frequently use serotonin reuptake inhibitors ( SRIs ) to treat a variety of psychiatric and medical conditions , many of which occur in aviators ."
181086141,SRIs,psychiatric and medical conditions,7,7,14,17,"Physicians frequently use serotonin reuptake inhibitors ( SRIs ) to treat a variety of psychiatric and medical conditions , many of which occur in aviators ."
181311690,one or several peptides,gastrointestinal conditions,11,14,20,21,The advent of recombinant peptide technology offers the potential to use one or several peptides to treat a variety of gastrointestinal conditions .
182101349,resident or circulating stem/progenitor cells,chronic lung diseases,28,32,35,37,"Extensive research activity is exploring the lung resident and circulating progenitor cells and their contribution to vascular complications of chronic lung diseases , and researchers hope to use resident or circulating stem/progenitor cells to treat chronic lung diseases and their vascular complications ."
182349616,an aggressive surgical strategy,this intractable disease,8,11,14,16,These findings indicate that biliary surgeons should use an aggressive surgical strategy to treat this intractable disease .
183971686,medicinal plants,different ailments,11,12,15,16,"Men and women learn in similar ways , but generally use medicinal plants to treat different ailments ."
184207126,strictureplasty,fibrotic strictures,8,8,11,12,"However , almost all of these studies use strictureplasty to treat fibrotic strictures : limited resection being preferred to treat active disease strictures ."
184811424,GH,the endocrine abnormalities present,19,19,22,25,"These include therapy with sex steroids in both viscerally obese men and women , and several attempts to use GH to treat the endocrine abnormalities present in visceral obesity ."
184851177,similar iatrogenic immunosuppressive medications,various diseases,12,15,18,19,We performed a systematic literature review in other medical disciplines that use similar iatrogenic immunosuppressive medications to treat various diseases and conditions and developed infection-testing recommendations for patients with ABD before initiating immunosuppressive therapy .
184985933,adeno-associated viral vectors,an inherited retinal degeneration,15,17,20,23,"In 2008 , the initial results from the first three gene therapy trials to use adeno-associated viral vectors to treat an inherited retinal degeneration were published ."
185011411,natural products,dental conditions,13,14,17,18,"About 10 % of dental school clinic patients use topical oral herbal and/or natural products to treat dental conditions , most frequently for preventive/oral health reasons or for tooth pain ."
185011411,use topical oral herbal,dental conditions,8,11,17,18,"About 10 % of dental school clinic patients use topical oral herbal and/or natural products to treat dental conditions , most frequently for preventive/oral health reasons or for tooth pain ."
185142445,plant remedies,many illnesses,12,13,16,17,"Haitian Vodou priests ( houngans ) and priestesses ( mambos ) use plant remedies to treat many illnesses , including intestinal parasite infections ."
185142445,plant remedies,intestinal parasite infections,12,13,20,22,"Haitian Vodou priests ( houngans ) and priestesses ( mambos ) use plant remedies to treat many illnesses , including intestinal parasite infections ."
185224198,Langevin simulations,larger particles,2,3,9,10,"We use Langevin simulations to treat the motion of larger particles in the van der Waals case , and again observe particle trapping and deflection , although the numerical details of the results differ from the molecular dynamics simulations ."
185992132,external minifixation,closed fractures,18,19,22,23,"The technique is especially indicated to treat open lesions or to perform lengthening , but we use also external minifixation to treat closed fractures , to perform arthrodesis or to cure non-unions , and to maintain the length of the thumb after trapeziectomy for osteoarthrosis ."
186243954,pluripotent stem cells,debilitating human diseases,15,17,20,22,"Likewise , the xenogeneic components of MEFs and Matrigel ultimately hinder our ability to use pluripotent stem cells to treat debilitating human diseases ."
186555712,adjuvant chemotherapy,low-risk stage II colon cancer patients,4,5,8,13,"The decision to use adjuvant chemotherapy to treat low-risk stage II colon cancer patients ( no obstruction or perforation ) should be an informed decision weighing the magnitude of a net 2 % to 5 % survival benefit , a 0.5 % to 1.0 % risk of mortality with chemotherapy in addition to 6 months of chemotherapy-related toxicities , other coexisting patient morbidities , and the anticipated life expectancy of each patient ."
187781655,the methods,edentulous and partially edentulous patients,11,12,17,21,"For the past 35 years , endosseous dental implants have revolutionized the methods clinicians use to treat edentulous and partially edentulous patients ."
187936716,traditional medicine,many diseases,10,11,17,18,"In Kenya , most people especially in rural areas use traditional medicine and medicinal plants to treat many diseases including malaria ."
187936716,medicinal plants,many diseases,13,14,17,18,"In Kenya , most people especially in rural areas use traditional medicine and medicinal plants to treat many diseases including malaria ."
188411646,TPC,spinal injuries,10,10,16,17,The experimental findings were used to formulate recommendation to use TPC of varying rigidity to treat spinal injuries and diseases .
188611796,extracts of islet-rich residua,pancreatectomized dogs,14,17,20,21,Banting proposed to induce exocrine atrophy by ligating canine pancreatic ducts and to use extracts of islet-rich residua to treat pancreatectomized dogs .
189067497,a combination of celecoxib,canine mammary tumors,10,13,20,22,"In the future , it might be possible to use a combination of celecoxib and other antitumor agents to treat canine mammary tumors ."
189067497,other antitumor agents,canine mammary tumors,15,17,20,22,"In the future , it might be possible to use a combination of celecoxib and other antitumor agents to treat canine mammary tumors ."
189592638,sBP,ill patients,13,13,20,21,Emergency medical services ( EMS ) personnel commonly use systolic blood pressure ( sBP ) to triage and treat acutely ill patients .
189592638,systolic blood pressure,ill patients,9,11,20,21,Emergency medical services ( EMS ) personnel commonly use systolic blood pressure ( sBP ) to triage and treat acutely ill patients .
190158465,PTU,maternal hyperthyroidism,6,6,9,10,"It is therefore appropriate to use PTU to treat maternal hyperthyroidism during the first trimester of pregnancy , and to switch to MMI for the remainder of the pregnancy ."
191612145,Usnic acid,antibiotic-resistant Sa,5,6,12,13,It is possible to use Usnic acid to treat the infection of antibiotic-resistant Sa in clinic .
193334885,Clinical inquiries,infectious mononucleosis,0,1,9,10,Clinical inquiries . Should you use steroids to treat infectious mononucleosis ?
193334885,steroids,infectious mononucleosis,6,6,9,10,Clinical inquiries . Should you use steroids to treat infectious mononucleosis ?
193723992,the HEM,B16F10 subcutaneous tumors,7,8,18,20,"Furthermore , as proof-of-principle , we use the HEM for in-situ cutaneous transfer of p2CMVmIL-12 to successfully treat B16F10 subcutaneous tumors in a mouse model ."
194645259,these products,a wide range of conditions,22,23,26,30,The potential benefit of bee products is supported by the positive experiences of a large group of beekeepers who use some of these products to treat a wide range of conditions .
194666478,PBM,non-mammalian patients,3,3,6,7,Veterinarians routinely use PBM to treat non-mammalian patients .
196606426,mass antibiotic distributions,ocular Chlamydia trachomatis,5,7,10,12,Control programs for trachoma use mass antibiotic distributions to treat ocular Chlamydia trachomatis in an effort to eliminate this disease worldwide .
196943225,the MFA,various pathological processes,5,6,9,11,"Unlike otolaryngologists , who use the MFA to treat various pathological processes that involve the inner or middle ear , many neurosurgeons are unfamiliar with the MFA ."
197433674,the inhibitor,a specific protein,30,31,34,36,"The pathognomonic role of the tyrosine kinase defines the way of action of the inhibiting drug , whereas the amount of expression in tumor tissue defines the rationale to use the inhibitor to treat a specific protein ."
197475024,hydroxyurea,young patients with sickle cell anemia,3,3,6,11,How I use hydroxyurea to treat young patients with sickle cell anemia .
197934935,vitamin D3,glucocorticoid-induced osteoporosis,20,21,26,27,"The aim of this review with meta-analysis was to determine if there is a rationale to use activated forms of vitamin D3 to treat or prevent glucocorticoid-induced osteoporosis , and to compare the effect of active vitamin D3 metabolites with that of other anti-osteoporosis therapies ."
198142485,herbal products,minor health problems,10,11,14,16,Many inhabitants of the Autonomous Community of Madrid currently use herbal products to treat minor health problems .
200873384,a radiofrequency surgical unit,"an NHNA case , which was unresponsive",2,5,8,14,"To use a radiofrequency surgical unit to treat an NHNA case , which was unresponsive to keratolytic therapy ."
203089466,D3,autoimmune diseases,10,10,15,16,The ability to use large doses of vitamin D3 ( D3 ) to chronically treat autoimmune diseases such as rheumatoid arthritis ( RA ) is prohibitive due to its calcemic effect which can damage vital organs .
203089466,large doses of vitamin D3,autoimmune diseases,4,8,15,16,The ability to use large doses of vitamin D3 ( D3 ) to chronically treat autoimmune diseases such as rheumatoid arthritis ( RA ) is prohibitive due to its calcemic effect which can damage vital organs .
203089466,D3,rheumatoid arthritis,10,10,19,20,The ability to use large doses of vitamin D3 ( D3 ) to chronically treat autoimmune diseases such as rheumatoid arthritis ( RA ) is prohibitive due to its calcemic effect which can damage vital organs .
203089466,large doses of vitamin D3,rheumatoid arthritis,4,8,19,20,The ability to use large doses of vitamin D3 ( D3 ) to chronically treat autoimmune diseases such as rheumatoid arthritis ( RA ) is prohibitive due to its calcemic effect which can damage vital organs .
203104505,SF-IMRT,the entire prostate,16,16,20,22,"The goal of this study was to use static field intensity modulated three-dimensional conformal radiotherapy ( SF-IMRT ) to treat the entire prostate to a total dose of > 70 Gy , while concurrently treating a dominant intraprostatic lesion ( DIL ) defined by MRI+MRS to 90 Gy while not exceeding normal tissue tolerances ."
203104505,static field intensity modulated three-dimensional conformal radiotherapy,the entire prostate,8,14,20,22,"The goal of this study was to use static field intensity modulated three-dimensional conformal radiotherapy ( SF-IMRT ) to treat the entire prostate to a total dose of > 70 Gy , while concurrently treating a dominant intraprostatic lesion ( DIL ) defined by MRI+MRS to 90 Gy while not exceeding normal tissue tolerances ."
203434183,methylmethacrylate vertebroplasty,vertebral hemangiomas,2,3,6,7,"Clinicians use methylmethacrylate vertebroplasty to treat vertebral hemangiomas , metastases , and osteoporotic fractures ."
204880146,simplified protocols,severe acute malnutrition,13,14,19,21,A feasibility study to assess non-clinical community health workers ' capacity to use simplified protocols and tools to treat severe acute malnutrition in Niger state Nigeria .
207782004,their worthy knowledge,several ailments,22,24,27,28,Successive field surveys were carried out from July 2012 to August 2013 in search of traditional healers or practitioners who ceaselessly use their worthy knowledge to treat several ailments for human purposes .
207935905,high-rate anaerobic digestion ( AD ) systems,their soluble high-strength wastewater,4,10,13,16,Many beer breweries use high-rate anaerobic digestion ( AD ) systems to treat their soluble high-strength wastewater .
209127230,their stem cell potential,human infertility,22,25,28,29,"Despite that there is no consensus on the origin of these ovarian stem cells , private companies are now proposing to use their stem cell potential to treat human infertility ."
210313439,pedicled omentoplasty,serious intraperitoneal infections,2,3,26,28,"We use pedicled omentoplasty for covering large operating fields instead of reperitonealization , to prevent radiation enteritis , as a matrix for grafting , to treat serious intraperitoneal infections and to facilitate hemostasis ."
210457931,The various mechanisms,the underlying atrial arrhythmias,0,2,8,11,The various mechanisms that we use to treat the underlying atrial arrhythmias are described in this review .
210926570,a mixture of practitioners,a specific complaint,13,16,19,21,"Patients choose specific kinds of practitioners for particular problems , and some use a mixture of practitioners to treat a specific complaint ."
212412988,chronic intranasal oxytocin,developmental disorders,14,16,19,20,"These predictions are relevant to current human health practice , given proposals to use chronic intranasal oxytocin to treat developmental disorders including autism and schizophrenia ."
214734124,the IPI,specific patient subsets,30,31,34,36,"Although the IPI has been validated through numerous studies over the past 25 years , currently there are no prospectively generated data that advise the clinician on how to use the IPI to treat specific patient subsets differently from one another ."
217259175,perinatal stem cells,several diseases,20,22,25,26,"These tissues possess common characteristics of both embryonic and adult stem cells , and cell therapists have begun to use perinatal stem cells to treat several diseases ."
218399144,granulin,rheumatoid arthritis,11,11,14,15,These roles in human health have prompted research efforts to use granulin to treat rheumatoid arthritis and frontotemporal dementia and to enhance wound healing .
218564481,the elegant and specific activity of this toxin,various medical conditions,7,14,17,19,"However , it is possible to use the elegant and specific activity of this toxin to treat various medical conditions ."
220210702,IS,anterior Hs,9,9,12,13,Nine surgeons ( 15 % ) did not use IS to treat anterior Hs and 10 ( 16 % ) advised their trainees not to inject anteriorly .
222456465,a LNG intrauterine system,non-atypical and atypical endometrial hyperplasia,8,11,14,18,The aim of the study was to use a LNG intrauterine system to treat non-atypical and atypical endometrial hyperplasia in women and to evaluate the long-term cure ( remission ) rate .
223661750,a laparoscopic approach,intra-abdominal disease,3,5,11,12,"As surgeons use a laparoscopic approach with increasing frequency to treat intra-abdominal disease , they will have an increasing need to master the use of intraoperative ultrasound in order to render optimal care to their patients ."
223890602,acupuncture,chronic low back pain,4,4,7,10,"The decision to use acupuncture to treat chronic low back pain might depend on the availability , cost and patient 's preferences ."
226716021,Arnebia benthamii,various human aliments,13,14,28,30,"Similarly , the indigenous communities of Neelum Valley in Azad Kashmir commonly use Arnebia benthamii ( Wall . ex G.Don ) I.M.Johnst . for medicinal purposes to treat various human aliments ."
228299216,herbal medicine,mental health problems,7,8,11,13,A substantial proportion of US adults use herbal medicine to treat mental health problems .
229089931,a minimally invasive approach,chronic as well as acute traumatic diaphragmatic hernias,10,13,16,23,We recommend that surgeons with sufficient experience in laparoscopy use a minimally invasive approach to treat chronic as well as acute traumatic diaphragmatic hernias in hemodynamically stable patients .
230086442,decompression laparotomy,abdominal compartment syndrome,19,20,23,25,"In managing intra-abdominal hypertension , 33 % of pediatric intensivists and 19.6 % of medical intensivists would never use decompression laparotomy to treat abdominal compartment syndrome compared with 3.6 % of intensivists with surgical training ( p < .0001 ; both comparisons ) ."
230324876,antivirals,sensorineural hearing loss,9,9,12,14,"Should we screen newborns for HCMV , and use antivirals to treat sensorineural hearing loss after congenital HCMV infection ?"
230906003,a nutraceutical,each metabolic syndrome component,12,13,16,19,"On the other side , it could be not convenient to use a nutraceutical to treat each metabolic syndrome component ( i.e. from 3 to 5 ) in each affected subjects ."
230906003,a nutraceutical,i.e.,12,13,21,21,"On the other side , it could be not convenient to use a nutraceutical to treat each metabolic syndrome component ( i.e. from 3 to 5 ) in each affected subjects ."
230909039,antibiotic loaded NPs,intracellular K. pneumoniae infection,11,13,16,19,"Taken together , these results clearly show the potential to use antibiotic loaded NPs to treat intracellular K. pneumoniae infection , reducing bacterial viability without concomitant stimulation of inflammatory or pyroptotic pathways in the treated cells ."
233359508,essential oils,several diseases,9,10,18,19,Aromatherapy is one of the complementary therapies that use essential oils as the major therapeutic agents to treat several diseases .
233388537,an endoscopy system,a malignant tumor of the thalamus,16,18,44,49,Here the authors report on a combined approach for 5-ALA fluorescence-guided biopsy in which they use an endoscopy system based on an Xe lamp ( excitation approximately λ = 407 nm ; dichroic filter system λ = 380 - 430 nm ) to treat a malignant tumor of the thalamus and perform a ventriculostomy and septostomy .
233464643,existing public health messages,the widespread deficiency of vitamin D.,10,13,16,21,"Despite these realities , there is an opportunity to use existing public health messages to treat the widespread deficiency of vitamin D."
